source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmdec,pmra_error,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_g_n_obs,phot_g_mean_flux_over_error,phot_rp_n_obs,phot_rp_mean_flux_over_error,phot_bp_n_obs,phot_bp_mean_flux_over_error,phot_rp_mean_mag,ph_qual,tmass_oid,j_m,h_m,ks_m,j_ks_0,J-H,astrometric_sigma5d_max,astrometric_excess_noise,visibility_periods_used,ruwe,astrometric_gof_al,ipd_gof_harmonic_amplitude,ipd_frac_odd_win,ipd_frac_multi_peak,matched_transits_removed,astrometric_params_solved,astrometric_excess_noise_sig,phot_variable_flag,skiff_type,ra_skiff,dec_skiff,GroupSize_skiff,Sep_skiff,numeric_sp,std_sp,skiff_type_list,j_m-h_m,j_m-ks_m,j_m-phot_g_mean_mag,j_m-phot_bp_mean_mag,j_m-phot_rp_mean_mag,h_m-ks_m,h_m-phot_g_mean_mag,h_m-phot_bp_mean_mag,h_m-phot_rp_mean_mag,ks_m-phot_g_mean_mag,ks_m-phot_bp_mean_mag,ks_m-phot_rp_mean_mag,phot_g_mean_mag-phot_bp_mean_mag,phot_g_mean_mag-phot_rp_mean_mag,phot_bp_mean_mag-phot_rp_mean_mag,bp_rp,B2,B2_cut_split,B2_cut_probability,SNRG,RA_OBS,DEC_OBS,DESIG,HELIO,HELIO_RV,fits_name,GroupID,GroupSize,Separation,constain,Hgam_mu,Hgam_lambdaEff,SNR,mu-lambda_eff,Hgam_p-T,4102_S,4102_EW4,4102_sigma,4102_type,4102_BIC,4471_S,4471_EW4,4471_sigma,4471_type,4471_BIC,4200_S,4200_EW4,4200_sigma,4200_type,4200_BIC,4542_S,4542_EW4,4542_sigma,4542_type,4542_BIC,4144_S,4144_EW4,4144_sigma,4144_type,4144_BIC,4387_S,4387_EW4,4387_sigma,4387_type,4387_BIC,4481_S,4481_EW4,4481_sigma,4481_type,4481_BIC,4046_S,4046_EW4,4046_sigma,4046_type,4046_BIC,4383_S,4383_EW4,4383_sigma,4383_type,4383_BIC,4226_S,4226_EW4,4226_sigma,4226_type,4226_BIC,4271_S,4271_EW4,4271_sigma,4271_type,4271_BIC,sp,4471/4481,sequence,sp_class
2069126853072458624,305.7593356401266,42.88832403021038,0.025485586,0.028884735,0.5436015766119041,0.030800471,17.649132,-2.689602540001296,-4.561105180506601,0.03303221,0.034997374,10.826094,11.515881,387,1711.4736,44,849.0407,43,757.0756,9.977737,AAA,412410142,8.751,8.433,8.232,-0.1295234999999999,0.3179999999999996,0.05049881,0.3404744,25,2.5862112,36.343414,0.036583684,0,44,0,95,157.40462,NOT_AVAILABLE,,,,,,,,,0.3179999999999996,0.5190000000000001,-2.075094,-2.7648810000000004,-1.226737,0.2010000000000005,-2.393094,-3.0828810000000004,-1.5447369999999996,-2.594094,-3.283881000000001,-1.745737,-0.6897870000000008,0.848357,1.5381440000000008,1.5381440000000008,,,0.954,146.66,305.759614,42.888169,LAMOST J202302.30+425317.4,True,14.90139,spec-56967-HD203416N432139V01_sp10-117.fits,,,0.9222588028667192,1.0,4342.285105766762,4341.74169921875,142.20346069335938,0.5434065480121717,0.5951057667625719,4.383949380015778,2.795341836651979,3.288286963177758,E,-220.94674424567614,7.884466499974719,0.8002871430351188,1.4597765330507906,E,-90.98582102367467,0.19347755380583473,,,U,,0.15621394039535935,,,U,,1.3946649243210194,,,U_bic,,0.8132754961209175,,,U,,1.9376732782254222,0.20382526266520912,1.30862683254484,T,-75.06069348783562,-0.0802125372631031,,,U,,-0.2293245797908521,,,U,,0.25757291182187714,,,U,,2.9238380227198313,0.16248293050009413,1.2472986390981837,E,-80.90046704684706,0,3.926339319133475,0.2546901626985962,
