SNRG,RA_OBS,DEC_OBS,DESIG,HELIO,HELIO_RV,fits_name
52.72,337.953145,56.568029,LAMOST J223148.75+563404.9,True,7.53778,spec-56967-HD224251N544526V01_sp16-031.fits
322.95,292.77783,38.328288,LAMOST J193106.67+381941.8,True,14.81331,spec-57308-KP192409N391242V01_sp06-022.fits
1.95,346.340009,36.917478,LAMOST J230521.60+365502.9,True,6.84683,spec-56580-HD225826N351656V01_sp12-006.fits
157.14,104.497968,1.29457,LAMOST J065759.51+011740.4,True,-27.15519,spec-56952-HD070013N000500V_sp15-083.fits
136.69,264.011048,14.425098,LAMOST J173602.65+142530.3,True,-7.11682,spec-56804-HD173550N120249V01_sp11-211.fits
74.97,55.304579,24.89236,LAMOST J034113.09+245332.4,True,17.66245,spec-57018-HD033840N223934V01_sp11-030.fits
144.91,45.605912,57.281307,LAMOST J030225.41+571652.7,True,-15.2736,spec-59135-HD030004N551117V02_sp11-193.fits
118.0,101.14,4.966043,LAMOST J064433.60+045757.7,True,23.51673,spec-55984-GAC_099N04_V4_sp09-136.fits
461.66,96.034565,18.389575,LAMOST J062408.29+182322.4,True,28.25534,spec-59281-TD062610N184524H01_sp04-137.fits
84.24,66.336432,42.947449,LAMOST J042520.74+425650.8,True,24.95909,spec-55961-GAC_064N42_V3_sp13-166.fits
100.7,344.909116,56.799571,LAMOST J225938.18+564758.4,True,13.05488,spec-56994-HD230130N570619V01_sp04-193.fits
183.79,100.74799,12.542436,LAMOST J064259.51+123232.7,True,16.25535,spec-55961-GAC_100N13_V2_sp05-153.fits
102.52,102.567564,3.905115,LAMOST J065016.21+035418.4,True,25.50485,spec-59282-HD065450N031414V02_sp15-059.fits
138.39,64.524051,53.618671,LAMOST J041805.77+533707.2,True,-16.55659,spec-56590-GAC066N53V1_sp03-161.fits
56.28,101.588894,3.270951,LAMOST J064621.33+031615.4,True,25.60816,spec-59282-HD065450N031414V02_sp14-034.fits
152.48,95.80685,20.19191,LAMOST J062313.64+201130.8,True,-11.68267,spec-58457-KII062257N223048V01_sp01-001.fits
132.82,97.92783,15.147938,LAMOST J063142.67+150852.5,True,27.24698,spec-57453-KP063110N165618V01_sp01-143.fits
55.67,94.240988,27.948832,LAMOST J061657.83+275655.7,True,18.60307,spec-55959-GAC_094N27_V3_sp15-190.fits
282.3,59.975843,47.870325,LAMOST J035954.20+475213.1,True,-6.91175,spec-56611-GAC061N46V2_sp15-065.fits
83.85,79.610352,41.366953,LAMOST J051826.48+412201.0,True,26.99686,spec-56345-GAC079N41V2_sp04-005.fits
42.25,107.175692,5.19171,LAMOST J070842.16+051130.1,True,28.17518,spec-58938-HD070706N045438V02_sp04-052.fits
280.95,32.765656,53.698844,LAMOST J021103.75+534155.8,True,22.46571,spec-57044-HD020328N513905V01_sp12-235.fits
1.6,72.367437,39.042624,LAMOST J044928.18+390233.4,True,27.83036,spec-56343-GAC075N39V1_sp10-084.fits
320.51,67.69202,55.945904,LAMOST J043046.08+555645.2,True,17.23159,spec-57407-HD044807N553609V02_sp14-038.fits
114.33,94.311107,27.988888,LAMOST J061714.66+275919.9,True,7.66897,spec-58493-KII062035N253629V01_sp11-153.fits
136.05,314.540575,37.321886,LAMOST J205809.73+371918.7,True,14.79572,spec-57314-HD205341N360748V01_sp09-070.fits
79.59,108.533413,1.665655,LAMOST J071408.01+013956.3,True,14.14645,spec-58524-HD071855N000445V02_sp16-168.fits
44.31,64.272692,48.584743,LAMOST J041705.44+483505.0,True,14.82989,spec-55932-GAC_061N46_V1_sp12-107.fits
12.04,102.50462,20.152506,LAMOST J065001.10+200909.0,True,-4.02559,spec-56287-GAC101N22V1_sp07-175.fits
216.62,99.286765,23.04244,LAMOST J063708.82+230232.7,True,15.08707,spec-58513-KII063752N233616V01_sp04-129.fits
90.06,103.324354,3.124219,LAMOST J065317.84+030727.1,True,25.19634,spec-59282-HD065450N031414V02_sp04-181.fits
700.65,93.64398,22.90951,LAMOST J061434.55+225434.2,True,20.53584,spec-58105-HIP29425K201_sp08-230.fits
301.24,103.74157,9.696075,LAMOST J065457.97+094145.8,True,14.24437,spec-55960-GAC_101N09_V2_sp06-069.fits
1.02,93.009069,21.288215,LAMOST J061202.17+211717.5,True,4.9678,spec-57391-KP061029N225952V01_sp01-135.fits
51.02,24.313008,49.116814,LAMOST J013715.12+490700.5,True,-8.69044,spec-57675-HD014236N482459V01_sp15-070.fits
34.12,91.390829,23.482611,LAMOST J060533.79+232857.3,True,18.70417,spec-57799-HIP29425K201_sp03-105.fits
42.37,72.952519,44.413368,LAMOST J045148.60+442448.1,True,24.88441,spec-55967-GAC_073N44_V3_sp03-134.fits
228.74,45.367242,56.751444,LAMOST J030128.13+564505.1,True,-8.90483,spec-58423-TD030224N542147B01_sp11-131.fits
111.62,101.74941,5.130513,LAMOST J064659.85+050749.8,True,12.41888,spec-55955-GAC_103N06_V4_sp02-099.fits
31.47,101.415189,3.505828,LAMOST J064539.64+033020.9,True,25.68704,spec-59282-HD065450N031414V02_sp14-039.fits
128.01,47.21975,54.122239,LAMOST J030852.74+540720.0,True,17.09185,spec-55932-B5593202_sp11-002.fits
69.02,101.731009,1.543151,LAMOST J064655.44+013235.3,True,-27.66076,spec-59134-HD064550S004259V01_sp11-218.fits
442.6,93.009069,21.288215,LAMOST J061202.17+211717.5,True,18.28897,spec-58099-HIP29425K201_sp01-087.fits
5.06,89.16742,24.661744,LAMOST J055640.18+243942.2,True,28.72648,spec-57451-HD054900N243403V01_sp13-085.fits
113.44,69.398605,54.551102,LAMOST J043735.66+543303.9,True,-16.15017,spec-57325-HD044807N553609V01_sp02-183.fits
357.25,308.700994,49.740557,LAMOST J203448.23+494426.0,True,5.38433,spec-57291-HD203019N494648V01_sp08-029.fits
170.37,89.902278,26.639685,LAMOST J055936.54+263822.8,True,17.7247,spec-56684-GAC089N28V1_sp01-197.fits
197.68,94.489541,23.087885,LAMOST J061757.48+230516.3,True,25.11014,spec-57439-KP062257N223048V01_sp03-111.fits
160.03,85.608277,36.980368,LAMOST J054225.98+365849.3,True,12.65987,spec-57035-HD054156N353752V01_sp15-030.fits
64.76,97.788247,25.817318,LAMOST J063109.17+254902.3,True,6.02293,spec-58493-KII062035N253629V01_sp13-046.fits
53.76,71.546155,47.291981,LAMOST J044611.07+471731.1,True,22.8334,spec-55960-GAC_071N47_V1_sp04-108.fits
148.48,96.276363,16.60633,LAMOST J062506.32+163622.7,True,27.07359,spec-58545-KII063110N165618V01_sp10-217.fits
100.25,88.832249,16.065855,LAMOST J055519.73+160357.0,True,23.62736,spec-58160-HD055458N172406V01_sp05-012.fits
302.76,96.381646,20.097346,LAMOST J062531.59+200550.4,True,28.26721,spec-59281-TD062610N184524H01_sp15-208.fits
111.33,103.742306,9.697107,LAMOST J065458.15+094149.5,True,-11.39738,spec-58100-HD065224N075346V01_sp12-133.fits
125.91,101.46918,28.580664,LAMOST J064552.60+283450.3,True,27.02668,spec-56723-GAC102N27V1_sp15-163.fits
31.15,95.078946,21.885314,LAMOST J062018.94+215307.1,True,-11.32923,spec-58457-KII062257N223048V01_sp03-004.fits
417.22,27.95868,53.846942,LAMOST J015150.08+535048.9,True,-3.27033,spec-57328-HD020325N544136V01_sp10-029.fits
443.79,315.012244,14.464104,LAMOST J210002.93+142750.7,True,11.002,spec-57641-HD210548N151937V01_sp10-173.fits
217.82,95.403409,9.391722,LAMOST J062136.81+092330.1,True,23.47319,spec-58168-HD061556N101654V01_sp06-014.fits
183.03,93.895977,11.431346,LAMOST J061535.03+112552.8,True,4.71195,spec-56661-GAC092N13V2_sp07-231.fits
255.16,99.193611,47.007115,LAMOST J063646.46+470025.6,True,21.97636,spec-57438-HD064154N474736V02_sp05-179.fits
279.66,295.596478,28.033296,LAMOST J194223.15+280159.8,True,13.31512,spec-57641-HD193711N282959V01_sp08-071.fits
359.6,102.99515,14.11285,LAMOST J065158.83+140646.2,True,-18.16515,spec-56258-GAC105N15V1_sp02-154.fits
2.44,90.354275,21.553059,LAMOST J060125.02+213311.0,True,13.35066,spec-56309-GAC088N20V3_sp12-169.fits
83.74,82.237637,32.829294,LAMOST J052857.03+324945.4,True,-5.35757,spec-56266-GAC080N32V1_sp13-089.fits
398.27,95.78042,11.143602,LAMOST J062307.30+110836.9,True,23.5441,spec-58168-HD061556N101654V01_sp13-112.fits
132.61,104.006152,-3.86418,LAMOST J065601.47-035151.0,True,-15.16166,spec-58456-HD064759S041506V01_sp13-202.fits
60.02,95.097043,23.264459,LAMOST J062023.29+231552.0,True,3.98038,spec-57391-KP061029N225952V01_sp13-038.fits
380.59,105.184123,10.402105,LAMOST J070044.18+102407.5,True,-4.43373,spec-57385-HD070312N090124V01_sp15-162.fits
48.92,88.676911,29.498032,LAMOST J055442.45+292952.9,True,27.82063,spec-56350-GAC089N28V2_sp03-138.fits
160.15,25.735043,47.188278,LAMOST J014256.41+471117.8,True,-8.9287,spec-57675-HD014236N482459V01_sp05-134.fits
114.2,45.516659,56.550291,LAMOST J030203.99+563301.0,True,18.70089,spec-56670-HD030004N551117V01_sp15-029.fits
290.81,93.009069,21.288215,LAMOST J061202.17+211717.5,True,19.2936,spec-57799-HIP29425K201_sp01-087.fits
672.62,93.009069,21.288215,LAMOST J061202.17+211717.5,True,28.7063,spec-57725-HIP29425K201_sp01-087.fits
389.2,93.009069,21.288215,LAMOST J061202.17+211717.5,True,7.1116,spec-57760-HIP29425K201_sp01-087.fits
242.18,71.710363,48.049307,LAMOST J044650.48+480257.5,True,24.91917,spec-56701-GAC071N47V1_sp04-210.fits
61.25,91.390829,23.482611,LAMOST J060533.79+232857.3,True,29.26533,spec-57822-HIP29425K201_sp03-105.fits
423.35,113.603564,8.679579,LAMOST J073424.85+084046.4,True,-28.51077,spec-57326-HD073056N083307V01_sp09-020.fits
103.49,306.930756,38.908945,LAMOST J202743.38+385432.2,True,7.81569,spec-56916-HD202734N382625V01_sp04-212.fits
96.82,54.939776,51.027784,LAMOST J033945.54+510140.0,True,10.68011,spec-57378-HD032738N493559V01_sp12-106.fits
203.65,41.449117,54.543704,LAMOST J024547.78+543237.3,True,-20.71032,spec-59111-HD023050N553254V01_sp06-124.fits
358.38,38.209153,56.242829,LAMOST J023250.19+561434.1,True,-19.80572,spec-59111-HD023050N553254V01_sp15-103.fits
75.32,100.662118,1.450174,LAMOST J064238.90+012700.6,True,-27.547,spec-59134-HD064550S004259V01_sp16-233.fits
115.13,72.104638,45.225149,LAMOST J044825.11+451330.5,True,22.69154,spec-57054-HD045554N450205V01_sp03-064.fits
30.44,341.842103,56.944526,LAMOST J224722.10+565640.2,True,13.01682,spec-56994-HD230130N570619V01_sp10-003.fits
207.28,67.296226,53.794609,LAMOST J042911.09+534740.5,True,-17.17664,spec-56590-GAC066N53V2_sp09-221.fits
192.96,59.097306,46.912895,LAMOST J035623.35+465446.4,True,19.08496,spec-55939-GAC_061N46_V2_sp14-062.fits
690.26,96.08485,35.979904,LAMOST J062420.36+355847.6,True,-20.02633,spec-56610-GAC094N35V2_sp13-160.fits
180.16,134.026153,37.47358,LAMOST J085606.27+372824.8,True,-14.69039,spec-57018-HD084649N380231V01_sp06-177.fits
107.26,306.10931,40.314406,LAMOST J202426.23+401851.8,True,7.49971,spec-56916-HD202734N382625V01_sp16-139.fits
286.93,93.863507,50.236175,LAMOST J061527.24+501410.2,True,-22.00642,spec-57326-HD061136N484239V01_sp12-143.fits
356.44,93.009069,21.288215,LAMOST J061202.17+211717.5,True,29.04385,spec-57822-HIP29425K201_sp01-087.fits
11.0,71.135069,54.080577,LAMOST J044432.41+540450.0,True,-16.63849,spec-57325-HD044807N553609V01_sp02-056.fits
379.81,339.170464,56.187554,LAMOST J223640.91+561115.1,True,7.58364,spec-56967-HD224251N544526V01_sp16-152.fits
220.19,101.648406,27.867781,LAMOST J064635.61+275204.0,True,-12.46041,spec-58095-KII063626N271642V01_sp13-024.fits
184.62,81.868584,34.422447,LAMOST J052728.46+342520.8,True,-5.15001,spec-56266-GAC080N32V2_sp12-011.fits
229.38,93.863456,50.236175,LAMOST J061527.22+501410.2,True,18.8424,spec-57791-HD061136N484239V02_sp12-143.fits
405.42,91.390829,23.482611,LAMOST J060533.79+232857.3,True,-23.9497,spec-58788-HIP29425K201_sp03-105.fits
117.78,106.99686,2.686141,LAMOST J070759.24+024110.1,True,-25.85995,spec-57330-HD070706N045438V01_sp01-006.fits
638.02,91.390829,23.482611,LAMOST J060533.79+232857.3,True,27.99047,spec-57716-HIP29425K201_sp03-105.fits
140.66,343.683253,57.086284,LAMOST J225443.98+570510.6,True,12.93618,spec-56994-HD230130N570619V01_sp03-182.fits
9.19,258.820473,28.913674,LAMOST J171516.91+285449.2,True,-15.69509,spec-59311-HD170537N293723V01_sp06-151.fits
15.08,100.266989,12.354565,LAMOST J064104.07+122116.4,True,27.1303,spec-57456-HD064928N120517V01_sp14-182.fits
330.81,95.624575,18.825516,LAMOST J062229.89+184931.8,True,28.13996,spec-58549-KII062756N202946V01_sp02-127.fits
234.26,97.281931,16.956588,LAMOST J062907.66+165723.7,True,26.87171,spec-58545-KII063110N165618V01_sp04-174.fits
89.42,351.09752,24.422402,LAMOST J232423.40+242520.6,True,9.6291,spec-56581-EG233459N242532V01_sp10-143.fits
91.21,90.709951,21.282648,LAMOST J060250.38+211657.5,True,13.11903,spec-56309-GAC088N20V2_sp13-187.fits
326.3,45.630715,55.521226,LAMOST J030231.37+553116.4,True,-8.9051,spec-58423-TD030224N542147B01_sp15-131.fits
7.06,60.470802,51.974108,LAMOST J040152.99+515826.7,True,-16.12141,spec-57319-HD034854N505024V01_sp12-216.fits
280.09,112.417561,54.806971,LAMOST J072940.21+544825.0,True,-12.82605,spec-58094-HD072253N552027V02_sp08-072.fits
12.47,96.820099,17.666779,LAMOST J062716.82+174000.4,True,-27.81585,spec-59232-TD062610N184524H01_sp05-131.fits
417.65,294.547096,27.186705,LAMOST J193811.30+271112.1,True,13.89146,spec-57641-HD193711N282959V01_sp05-017.fits
108.56,96.672717,22.52985,LAMOST J062641.45+223147.4,True,23.64978,spec-56706-GAC097N20V2_sp11-151.fits
141.38,71.754223,40.12119,LAMOST J044701.01+400716.2,True,-8.64855,spec-58077-HD043641N411553V01_sp06-112.fits
256.39,101.46918,28.580664,LAMOST J064552.60+283450.3,True,27.10585,spec-56723-GAC102N27V2_sp15-163.fits
163.64,32.595472,29.457531,LAMOST J021022.91+292727.1,True,-0.81079,spec-56597-VB031N27V1_sp11-034.fits
112.13,45.657832,52.534528,LAMOST J030237.87+523204.3,True,19.79959,spec-56669-HD024803N513305V01_sp13-178.fits
116.03,280.214725,32.008491,LAMOST J184051.53+320030.5,True,-16.46951,spec-57135-HD184021N334104V01_sp01-147.fits
15.66,88.561984,30.130182,LAMOST J055414.87+300748.6,True,27.86179,spec-56350-GAC089N28V3_sp15-207.fits
176.38,78.102786,48.281619,LAMOST J051224.66+481653.8,True,-5.64978,spec-56262-GAC078N47V1_sp15-016.fits
467.05,95.858556,16.498005,LAMOST J062326.05+162952.8,True,-23.47643,spec-59253-TD062610N184524H01_sp01-246.fits
261.69,78.102837,48.281334,LAMOST J051224.68+481652.8,True,20.07228,spec-57052-HD051641N455952V01_sp11-170.fits
310.66,24.966923,48.721622,LAMOST J013952.06+484317.8,True,-8.85447,spec-57675-HD014236N482459V01_sp04-025.fits
98.32,93.009069,21.288215,LAMOST J061202.17+211717.5,True,20.01627,spec-57788-HIP29425K201_sp01-087.fits
8.72,88.810185,12.133363,LAMOST J055514.44+120800.1,True,18.14505,spec-55954-GAC_089N11_V1_sp15-195.fits
114.24,91.390829,23.482611,LAMOST J060533.79+232857.3,True,14.74835,spec-57811-HIP29425K201_sp03-105.fits
160.82,69.231408,53.876064,LAMOST J043655.53+535233.8,True,15.47547,spec-55940-GAC_071N52_V2_sp16-178.fits
26.87,71.547155,47.291982,LAMOST J044611.31+471731.1,True,7.07219,spec-57380-HD044940N493517V01_sp01-248.fits
534.94,94.06699,23.60801,LAMOST J061616.07+233628.8,True,20.38912,spec-58105-HIP29425K201_sp09-148.fits
390.08,112.59919,8.056571,LAMOST J073023.80+080323.6,True,-28.3022,spec-57326-HD073056N083307V01_sp04-126.fits
13.33,87.927215,26.065165,LAMOST J055142.53+260354.5,True,19.83402,spec-56322-GAC089N24V2_sp16-064.fits
103.84,82.092247,39.135895,LAMOST J052822.13+390809.2,True,26.26628,spec-55976-GAC_084N40_V4_sp02-188.fits
301.12,96.034565,18.389575,LAMOST J062408.29+182322.4,True,-25.03417,spec-58423-TD062610N184524B01_sp04-179.fits
31.99,81.731274,40.547146,LAMOST J052655.50+403249.7,True,-23.11862,spec-56587-GAC079N41V3_sp06-082.fits
110.02,61.920478,49.067596,LAMOST J040740.91+490403.3,True,25.00564,spec-55966-GAC_061N50_V3_sp05-009.fits
88.82,38.285444,47.610156,LAMOST J023308.50+473636.5,True,-11.59776,spec-56583-HD024231N470147V01_sp14-154.fits
26.12,93.727027,28.328346,LAMOST J061454.48+281942.0,True,18.73796,spec-55959-GAC_094N27_V2_sp15-079.fits
362.73,91.390829,23.482611,LAMOST J060533.79+232857.3,True,29.81958,spec-57740-HIP29425K201_sp03-105.fits
294.34,95.880159,17.515968,LAMOST J062331.23+173057.4,True,-24.96554,spec-58423-TD062610N184524B01_sp05-216.fits
241.82,338.529319,56.511146,LAMOST J223407.03+563040.1,True,7.50263,spec-56967-HD224251N544526V01_sp16-055.fits
33.08,36.548344,56.934318,LAMOST J022611.60+565603.5,True,-19.37043,spec-59111-HD023050N553254V01_sp15-162.fits
13.98,93.890535,22.041168,LAMOST J061533.72+220228.2,True,15.88266,spec-58875-HD062534N222728V01_sp10-096.fits
39.14,90.479109,55.875899,LAMOST J060154.98+555233.2,True,-16.79597,spec-56972-HD055129N551540V01_sp13-227.fits
14.08,93.442857,23.409594,LAMOST J061346.28+232434.5,True,-10.55871,spec-58457-KII062257N223048V01_sp14-014.fits
618.24,46.555726,53.99734,LAMOST J030613.37+535950.4,True,-9.08297,spec-58423-TD030224N542147B01_sp08-241.fits
60.12,103.411026,0.031209,LAMOST J065338.64+000152.3,True,-27.50867,spec-59134-HD064550S004259V01_sp13-143.fits
758.11,95.269242,22.169481,LAMOST J062104.61+221010.1,True,28.4175,spec-57725-HIP29425K201_sp06-106.fits
221.41,40.656471,57.130671,LAMOST J024237.55+570750.4,True,-20.14421,spec-59111-HD023050N553254V01_sp12-105.fits
201.91,341.360772,56.768947,LAMOST J224526.58+564608.2,True,13.10119,spec-56994-HD230130N570619V01_sp10-132.fits
154.75,90.886713,15.906566,LAMOST J060332.81+155423.6,True,4.5431,spec-56292-GAC089N16V4_sp06-080.fits
436.14,36.33137,57.286877,LAMOST J022519.52+571712.7,True,-19.27625,spec-59111-HD023050N553254V01_sp16-119.fits
229.13,63.896848,52.045147,LAMOST J041535.24+520242.5,True,24.83349,spec-57798-HD042432N505042V02_sp16-099.fits
106.58,106.435485,3.80318,LAMOST J070544.51+034811.4,True,27.99708,spec-58938-HD070706N045438V02_sp05-032.fits
434.36,55.304601,24.892346,LAMOST J034113.10+245332.4,True,-4.83755,spec-57703-KP035052N235741V01_sp14-119.fits
457.33,93.009069,21.288215,LAMOST J061202.17+211717.5,True,20.74161,spec-58105-HIP29425K201_sp01-087.fits
492.13,94.06699,23.60801,LAMOST J061616.07+233628.8,True,27.83096,spec-58135-HIP29425K201_sp09-148.fits
54.37,95.177782,24.992464,LAMOST J062042.66+245932.8,True,18.20896,spec-55959-GAC_094N27_V2_sp01-198.fits
216.61,101.64849,27.867834,LAMOST J064635.63+275204.2,True,27.00751,spec-56723-GAC102N27V1_sp15-241.fits
168.91,96.82009,17.66677,LAMOST J062716.82+174000.3,True,27.01753,spec-58545-KII063110N165618V01_sp15-073.fits
47.82,122.98812,-3.518064,LAMOST J081157.14-033105.0,True,-15.73558,spec-56284-GAC122S02V3_sp08-007.fits
644.17,93.64398,22.90951,LAMOST J061434.55+225434.2,True,21.19128,spec-58109-HIP29425K201_sp08-230.fits
128.78,93.009069,21.288215,LAMOST J061202.17+211717.5,True,29.11693,spec-57823-HIP29425K201_sp01-087.fits
99.6,35.840278,57.802796,LAMOST J022321.66+574810.0,True,-19.10379,spec-59111-HD023050N553254V01_sp16-241.fits
169.26,59.975843,47.870325,LAMOST J035954.20+475213.1,True,18.64845,spec-55939-GAC_061N46_V2_sp15-065.fits
812.56,93.64398,22.90951,LAMOST J061434.55+225434.2,True,-24.60749,spec-58788-HIP29425K201_sp08-230.fits
98.99,94.394584,23.264218,LAMOST J061734.70+231551.1,True,12.53408,spec-57407-KP062035N253629V01_sp01-230.fits
116.58,102.496569,1.064329,LAMOST J064959.17+010351.5,True,-27.63606,spec-59134-HD064550S004259V01_sp12-075.fits
424.42,30.167948,54.478749,LAMOST J020040.30+542843.4,True,-4.02392,spec-57328-HD020325N544136V01_sp04-199.fits
176.84,104.228387,18.220843,LAMOST J065654.81+181315.0,True,-26.51033,spec-58425-KII065746N202759V01_sp01-221.fits
856.71,95.269242,22.169481,LAMOST J062104.61+221010.1,True,28.45725,spec-57724-HIP29425K201_sp06-106.fits
193.74,95.26921,22.16945,LAMOST J062104.61+221010.0,True,24.88033,spec-57439-KP062257N223048V01_sp04-178.fits
43.73,104.296381,4.110191,LAMOST J065711.13+040636.6,True,25.14379,spec-59282-HD065450N031414V02_sp09-122.fits
25.59,71.710371,48.049301,LAMOST J044650.48+480257.4,True,6.92095,spec-57380-HD044940N493517V01_sp02-056.fits
-9999.0,6.982321,51.887537,LAMOST J002755.75+515315.1,True,-12.20623,spec-59111-HD002619N511649V01_sp04-204.fits
265.45,95.363907,17.664739,LAMOST J062127.33+173953.0,True,28.59454,spec-57457-KP061450N190923V01_sp07-084.fits
143.49,84.921887,42.120659,LAMOST J053941.25+420714.3,True,25.31309,spec-55976-GAC_084N40_V4_sp11-113.fits
103.94,351.09752,24.422402,LAMOST J232423.40+242520.6,True,3.37577,spec-56202-EG232011N230528V01_sp12-094.fits
179.18,96.883393,16.391155,LAMOST J062732.01+162328.1,True,-23.78548,spec-59253-TD062610N184524H01_sp01-023.fits
210.18,97.362391,1.155641,LAMOST J062926.97+010920.3,True,2.50823,spec-56296-GAC096N02V2_sp07-050.fits
143.41,304.383062,37.27135,LAMOST J201731.93+371616.8,True,9.09155,spec-56916-HD202734N382625V01_sp02-163.fits
12.21,91.390829,23.482611,LAMOST J060533.79+232857.3,True,29.35313,spec-57749-HIP29425K201_sp03-105.fits
108.16,83.977698,27.356903,LAMOST J053554.64+272124.8,True,16.43497,spec-57406-HD054322N291200V01_sp02-076.fits
543.29,93.009069,21.288215,LAMOST J061202.17+211717.5,True,28.06417,spec-57719-HIP29425K201_sp01-087.fits
155.84,82.386561,12.736416,LAMOST J052932.77+124411.0,True,-21.56751,spec-56958-HD052834N134044V01_sp05-110.fits
142.53,102.102582,-5.458689,LAMOST J064824.61-052731.2,True,-14.15052,spec-58456-HD064759S041506V01_sp05-150.fits
129.37,86.438565,42.374742,LAMOST J054545.25+422229.0,True,25.53283,spec-56344-GAC088N41V1_sp14-002.fits
192.17,72.684909,39.713942,LAMOST J045044.37+394250.1,True,-21.76358,spec-59141-HD044929N372005V01_sp11-209.fits
42.59,265.169974,6.465751,LAMOST J174040.79+062756.7,True,-19.5553,spec-56043-B5604307_sp14-160.fits
567.81,96.381646,20.097346,LAMOST J062531.59+200550.4,True,-28.71539,spec-59224-TD062610N184524H01_sp15-208.fits
136.68,67.000519,49.657176,LAMOST J042800.12+493925.8,True,25.23023,spec-57798-HD042432N505042V02_sp08-186.fits
153.85,87.206019,20.109869,LAMOST J054849.44+200635.5,True,14.66924,spec-56309-GAC088N20V2_sp03-076.fits
226.91,94.066978,23.607989,LAMOST J061616.07+233628.7,True,-27.86626,spec-56583-GAC093N22V1_sp09-049.fits
102.43,101.02816,7.78362,LAMOST J064406.75+074701.0,True,15.19549,spec-55960-GAC_101N09_V1_sp01-048.fits
217.64,45.115245,54.001417,LAMOST J030027.65+540005.1,True,19.63288,spec-56670-HD030004N551117V01_sp05-136.fits
203.5,64.085282,45.44288,LAMOST J041620.46+452634.3,True,-8.25227,spec-56611-GAC061N46V2_sp07-147.fits
132.84,69.231408,53.876064,LAMOST J043655.53+535233.8,True,23.57782,spec-56700-GAC071N55V2_sp02-150.fits
269.07,105.592637,18.675317,LAMOST J070222.23+184031.1,True,7.21025,spec-57407-KP065746N202759V01_sp07-018.fits
75.42,95.384723,22.945204,LAMOST J062132.33+225642.7,True,15.26765,spec-58875-HD062534N222728V01_sp03-206.fits
100.02,101.469726,28.580452,LAMOST J064552.73+283449.6,True,6.17885,spec-57035-HD064910N271125V01_sp15-163.fits
79.78,100.80782,12.144777,LAMOST J064313.87+120841.1,True,15.78391,spec-55960-GAC_101N09_V2_sp11-165.fits
106.93,87.573501,21.649329,LAMOST J055017.64+213857.5,True,0.70905,spec-56647-GAC085N22V3_sp06-209.fits
204.98,111.762948,16.100666,LAMOST J072703.10+160602.3,True,26.97075,spec-57830-HD073524N172259V01_sp02-082.fits
319.36,73.05406,56.118323,LAMOST J045212.97+560705.9,True,22.46434,spec-56700-GAC071N55V1_sp09-204.fits
33.17,82.092247,39.135895,LAMOST J052822.13+390809.2,True,24.67155,spec-55969-GAC_080N37_V4_sp12-011.fits
211.97,92.329372,15.393589,LAMOST J060919.04+152336.9,True,5.62099,spec-56661-GAC092N13V2_sp16-121.fits
304.27,101.443324,15.81997,LAMOST J064546.39+154911.8,True,29.48634,spec-57473-KP064707N170711V01_sp05-084.fits
9.56,108.572079,5.598387,LAMOST J071417.29+053554.1,True,-14.4728,spec-59194-HD071947N070834V02_sp02-142.fits
209.33,31.90978,56.025683,LAMOST J020738.34+560132.4,True,-4.78008,spec-57328-HD020325N544136V01_sp09-087.fits
37.02,91.390829,23.482611,LAMOST J060533.79+232857.3,True,21.33809,spec-58105-HIP29425K201_sp03-105.fits
125.78,69.274157,37.647808,LAMOST J043705.79+373852.1,True,18.25287,spec-57035-HD042718N363113V01_sp12-225.fits
215.56,89.685997,7.4636,LAMOST J055844.63+072748.9,True,-24.21711,spec-57686-GAC088N08B1_sp08-139.fits
104.43,89.47169,21.181351,LAMOST J055753.20+211052.8,True,13.60152,spec-56309-GAC088N20V1_sp09-034.fits
593.58,93.64398,22.90951,LAMOST J061434.55+225434.2,True,27.90089,spec-58135-HIP29425K201_sp08-230.fits
12.02,90.20611,19.154741,LAMOST J060049.46+190917.0,True,23.31308,spec-58160-HD055458N172406V01_sp12-187.fits
86.88,58.338414,49.599407,LAMOST J035321.21+493557.8,True,25.16333,spec-55966-GAC_061N50_V3_sp10-094.fits
0.92,103.74157,9.696075,LAMOST J065457.97+094145.8,True,0.51685,spec-55932-GAC_104N11_V1_sp01-239.fits
34.81,257.822805,33.066617,LAMOST J171117.47+330359.8,True,1.32185,spec-57912-HD170353N344724V01_sp07-083.fits
167.46,50.821212,52.258345,LAMOST J032317.09+521530.0,True,16.99444,spec-55932-B5593202_sp13-094.fits
118.86,122.094829,1.71508,LAMOST J080822.75+014254.2,True,22.39283,spec-57099-HD080547N020954V01_sp08-242.fits
79.22,84.103603,28.832686,LAMOST J053624.86+284957.6,True,16.32202,spec-57406-HD054322N291200V01_sp10-242.fits
87.99,72.446475,41.499254,LAMOST J044947.15+412957.3,True,16.20739,spec-55938-GAC_070N40_V2_sp13-123.fits
152.47,104.429761,-3.996838,LAMOST J065743.14-035948.6,True,-15.34258,spec-58456-HD064759S041506V01_sp13-028.fits
167.53,228.724212,54.969739,LAMOST J151453.81+545811.0,True,-1.02956,spec-57474-HD150616N543322V01_sp09-145.fits
145.73,110.823977,-5.191584,LAMOST J072317.75-051129.7,True,21.23602,spec-57455-HD072742S030417V01_sp02-103.fits
