SNRG,RA_OBS,DEC_OBS,DESIG,HELIO,HELIO_RV,fits_name
16.65,39.461261,57.762862,LAMOST J023750.70+574546.3,True,-19.81431,spec-59111-HD023050N553254V01_sp12-240.fits
63.79,81.238043,40.778385,LAMOST J052457.13+404642.1,True,-23.02607,spec-56587-GAC079N41V2_sp08-060.fits
416.88,95.269242,22.169481,LAMOST J062104.61+221010.1,True,8.01508,spec-58077-HIP29425K2_sp06-106.fits
135.98,341.865914,55.57195,LAMOST J224727.81+553419.0,True,13.66824,spec-56994-HD230130N570619V01_sp02-154.fits
9.19,89.790305,33.166283,LAMOST J055909.67+330958.6,True,27.5676,spec-58908-HD055458N314205V01_sp12-084.fits
95.54,77.066255,34.924336,LAMOST J050815.90+345527.6,True,23.72352,spec-56325-GAC076N33V2_sp09-118.fits
58.18,80.259821,39.826449,LAMOST J052102.35+394935.2,True,24.9562,spec-55969-GAC_080N37_V4_sp11-216.fits
84.85,64.208574,47.729514,LAMOST J041650.05+474346.2,True,17.71555,spec-55939-GAC_061N46_V3_sp13-109.fits
104.72,68.499755,42.902042,LAMOST J043359.94+425407.3,True,17.11319,spec-55938-GAC_070N40_V1_sp16-235.fits
114.86,82.092247,39.135895,LAMOST J052822.13+390809.2,True,26.43602,spec-55977-GAC_080N37_V1_sp12-011.fits
290.58,92.16102,23.36026,LAMOST J060838.64+232136.9,True,-10.56298,spec-58456-KII061029N225952V01_sp04-047.fits
118.49,93.216013,16.877416,LAMOST J061251.84+165238.6,True,27.40538,spec-58544-KII061450N190923V01_sp01-247.fits
126.75,51.072089,49.667476,LAMOST J032417.30+494002.9,True,12.07472,spec-57378-HD032738N493559V01_sp04-168.fits
432.77,95.858556,16.498005,LAMOST J062326.05+162952.8,True,-28.50692,spec-59224-TD062610N184524H01_sp01-246.fits
63.55,47.219752,54.122242,LAMOST J030852.74+540720.0,True,-9.28548,spec-58423-TD030224N542147B01_sp08-041.fits
190.48,47.83949,54.279008,LAMOST J031121.47+541644.4,True,-16.00229,spec-59135-HD030004N551117V02_sp06-190.fits
252.84,295.67989,27.657249,LAMOST J194243.17+273926.0,True,13.42445,spec-57641-HD193711N282959V01_sp06-237.fits
202.53,93.643449,22.910646,LAMOST J061434.42+225438.3,True,-10.65666,spec-58457-KII062257N223048V01_sp14-204.fits
17.28,83.266573,39.300859,LAMOST J053303.97+391803.0,True,26.03604,spec-55976-GAC_084N40_V4_sp05-243.fits
231.29,86.438565,42.374742,LAMOST J054545.25+422229.0,True,11.93157,spec-56670-GAC084N44V1_sp07-089.fits
23.3,96.820099,17.666779,LAMOST J062716.82+174000.4,True,28.07961,spec-59281-TD062610N184524H01_sp05-131.fits
244.67,96.439247,19.704674,LAMOST J062545.41+194216.8,True,25.56316,spec-57443-KP062756N202946V01_sp05-059.fits
50.15,68.657068,51.579926,LAMOST J043437.69+513447.7,True,16.17762,spec-55940-GAC_071N52_V3_sp10-159.fits
661.56,93.009069,21.288215,LAMOST J061202.17+211717.5,True,28.76928,spec-57724-HIP29425K201_sp01-087.fits
15.02,97.431994,21.063652,LAMOST J062943.67+210349.1,True,-12.41736,spec-58457-KII062257N223048V01_sp07-084.fits
172.53,111.219336,-2.248566,LAMOST J072452.64-021454.8,True,21.79029,spec-57455-HD072742S030417V01_sp15-245.fits
383.3,95.858556,16.498005,LAMOST J062326.05+162952.8,True,-24.92246,spec-58423-TD062610N184524B01_sp01-241.fits
250.31,106.686094,20.278033,LAMOST J070644.66+201640.9,True,6.77953,spec-57407-KP065746N202759V01_sp06-068.fits
198.45,91.179792,30.982809,LAMOST J060443.15+305858.1,True,27.48461,spec-58908-HD055458N314205V01_sp06-155.fits
436.53,93.009069,21.288215,LAMOST J061202.17+211717.5,True,22.34373,spec-57789-HIP29425K201_sp01-087.fits
168.31,128.346561,43.140309,LAMOST J083323.17+430825.1,True,0.96758,spec-57410-HD083415N451147V02_sp01-086.fits
639.55,93.64398,22.90951,LAMOST J061434.55+225434.2,True,8.39161,spec-58076-HIP29425K2_sp08-230.fits
562.79,96.381646,20.097346,LAMOST J062531.59+200550.4,True,-25.16216,spec-58423-TD062610N184524B01_sp15-208.fits
45.54,96.820099,17.666779,LAMOST J062716.82+174000.4,True,23.57684,spec-59263-TD062610N184524H01_sp05-131.fits
97.02,87.3319,29.546053,LAMOST J054919.65+293245.7,True,28.10243,spec-56350-GAC089N28V3_sp14-154.fits
148.91,341.323208,57.87983,LAMOST J224517.56+575247.3,True,12.56917,spec-56994-HD230130N570619V01_sp14-106.fits
206.68,59.097306,46.912895,LAMOST J035623.35+465446.4,True,-6.55018,spec-56611-GAC061N46V2_sp14-062.fits
5.59,130.059054,-3.606518,LAMOST J084014.17-033623.4,True,-1.27813,spec-57054-HD084826S023115V01_sp10-186.fits
36.53,96.820099,17.666779,LAMOST J062716.82+174000.4,True,-28.67849,spec-59224-TD062610N184524H01_sp05-131.fits
447.42,93.009069,21.288215,LAMOST J061202.17+211717.5,True,8.66345,spec-58076-HIP29425K2_sp01-087.fits
75.81,94.627814,23.743129,LAMOST J061830.67+234435.2,True,24.84427,spec-58169-HD061524N252001V01_sp07-042.fits
258.33,41.586208,53.914714,LAMOST J024620.68+535452.9,True,19.87169,spec-56669-HD024803N513305V01_sp11-131.fits
72.74,307.15269,40.624502,LAMOST J202836.64+403728.2,True,7.11612,spec-56916-HD202734N382625V01_sp11-112.fits
198.52,71.135072,54.080566,LAMOST J044432.41+540450.0,True,23.26123,spec-56700-GAC071N55V1_sp01-166.fits
320.93,80.649938,35.497117,LAMOST J052235.98+352949.6,True,-24.47874,spec-56948-HD052351N362354V_sp05-160.fits
48.4,52.7326,54.025648,LAMOST J033055.82+540132.3,True,24.8207,spec-57800-HD032616N560830V02_sp01-182.fits
681.53,91.390829,23.482611,LAMOST J060533.79+232857.3,True,29.56127,spec-57728-HIP29425K201_sp03-105.fits
119.34,47.889631,55.868421,LAMOST J031133.51+555206.3,True,-17.83353,spec-56937-HD032616N560830V01_sp10-002.fits
91.96,101.38651,4.848378,LAMOST J064532.76+045054.1,True,20.86361,spec-55976-GAC_099N04_V5_sp13-081.fits
342.92,96.381646,20.097346,LAMOST J062531.59+200550.4,True,23.82621,spec-59263-TD062610N184524H01_sp15-208.fits
240.99,296.937556,28.558413,LAMOST J194745.01+283330.2,True,12.76715,spec-57641-HD193711N282959V01_sp13-072.fits
432.77,95.269242,22.169481,LAMOST J062104.61+221010.1,True,29.51146,spec-57749-HIP29425K201_sp06-106.fits
135.85,103.775084,0.379888,LAMOST J065506.02+002247.5,True,-26.887,spec-56952-HD070013N000500V_sp03-102.fits
267.9,100.74359,33.72036,LAMOST J064258.46+334313.2,True,-26.67474,spec-56592-GAC102N35V1_sp02-046.fits
211.24,96.883393,16.391155,LAMOST J062732.01+162328.1,True,23.48003,spec-59263-TD062610N184524H01_sp01-023.fits
126.12,103.483962,1.585786,LAMOST J065356.15+013508.8,True,-27.0515,spec-56952-HD070013N000500V_sp16-214.fits
261.18,58.338417,49.599408,LAMOST J035321.22+493557.8,True,-15.65727,spec-57319-HD034854N505024V01_sp08-111.fits
262.78,94.645326,14.6478,LAMOST J061834.87+143852.0,True,4.42351,spec-56661-GAC092N13V2_sp13-102.fits
36.51,88.067524,25.286416,LAMOST J055216.20+251711.0,True,28.8715,spec-57451-HD054900N243403V01_sp09-040.fits
168.48,45.606396,57.644626,LAMOST J030225.53+573840.6,True,18.30131,spec-56670-HD030004N551117V01_sp11-224.fits
97.44,91.14103,30.505958,LAMOST J060433.84+303021.4,True,27.52009,spec-58908-HD055458N314205V01_sp06-108.fits
190.47,105.321224,7.441645,LAMOST J070117.09+072629.9,True,-4.61317,spec-57385-HD070312N090124V01_sp02-071.fits
222.67,45.447303,57.279732,LAMOST J030147.35+571647.0,True,-15.23509,spec-59135-HD030004N551117V02_sp11-179.fits
295.76,41.291158,55.038219,LAMOST J024509.87+550217.5,True,-20.60264,spec-59111-HD023050N553254V01_sp06-198.fits
162.49,94.794679,23.263023,LAMOST J061910.72+231546.8,True,7.38878,spec-58493-KII062035N253629V01_sp01-216.fits
28.79,90.877001,29.874388,LAMOST J060330.48+295227.7,True,27.46038,spec-56350-GAC089N28V3_sp13-159.fits
236.61,146.160888,31.444875,LAMOST J094438.61+312641.5,True,13.82515,spec-58551-HD094135N311640V02_sp09-023.fits
401.23,95.097043,23.264459,LAMOST J062023.29+231552.0,True,12.21925,spec-57407-KP062035N253629V01_sp01-218.fits
49.22,98.275305,2.417289,LAMOST J063306.07+022502.2,True,-23.57106,spec-57330-HD062551N004845V01_sp12-125.fits
89.56,307.12509,43.09241,LAMOST J202830.02+430532.6,True,14.88693,spec-56967-HD203416N432139V01_sp03-032.fits
84.04,88.093731,26.894257,LAMOST J055222.49+265339.3,True,27.98657,spec-56350-GAC089N28V1_sp02-101.fits
0.86,274.190281,5.096228,LAMOST J181645.66+050546.4,True,-23.09889,spec-57867-HD181826N025740V01_sp11-128.fits
165.69,134.026153,37.47358,LAMOST J085606.27+372824.8,True,-21.53898,spec-57000-HD084649N380231V01_sp06-177.fits
251.88,101.648354,27.867903,LAMOST J064635.60+275204.4,True,6.07448,spec-57035-HD064910N271125V01_sp15-241.fits
134.35,43.452238,54.025054,LAMOST J025348.53+540130.1,True,-2.50247,spec-55880-B8004_2_sp08-044.fits
391.1,93.009069,21.288215,LAMOST J061202.17+211717.5,True,28.58732,spec-57758-HIP29425K201_sp01-087.fits
115.6,57.169989,56.310302,LAMOST J034840.79+561837.0,True,-22.23017,spec-56559-HD035343N575830V01_sp02-052.fits
47.25,47.83949,54.279008,LAMOST J031121.47+541644.4,True,19.16184,spec-56670-HD030004N551117V01_sp06-003.fits
267.73,72.624274,55.420696,LAMOST J045029.82+552514.5,True,-16.83554,spec-57325-HD044807N553609V01_sp04-101.fits
183.48,74.305427,44.444367,LAMOST J045713.30+442639.7,True,24.6546,spec-55967-GAC_073N44_V3_sp04-223.fits
9.3,97.362821,1.155626,LAMOST J062927.07+010920.2,True,-13.18764,spec-57358-HD063739N014841V01_sp10-086.fits
90.97,77.356721,37.973545,LAMOST J050925.61+375824.7,True,27.40873,spec-56343-GAC075N39V1_sp07-078.fits
26.05,75.033229,45.141119,LAMOST J050007.97+450828.0,True,22.08854,spec-57054-HD045554N450205V01_sp09-002.fits
40.06,94.347186,25.952759,LAMOST J061723.32+255709.9,True,24.91718,spec-58169-HD061524N252001V01_sp09-156.fits
17.09,199.309357,-0.081281,LAMOST J131714.24-000452.6,True,-30.06159,spec-55932-F5593201_sp15-040.fits
182.12,88.097888,10.821307,LAMOST J055223.49+104916.7,True,26.04181,spec-57439-HD054351N112420V01_sp06-171.fits
188.85,73.054083,56.118332,LAMOST J045212.97+560705.9,True,-16.84243,spec-57325-HD044807N553609V01_sp09-161.fits
326.4,96.034565,18.389575,LAMOST J062408.29+182322.4,True,-28.61956,spec-59224-TD062610N184524H01_sp04-137.fits
689.06,95.269242,22.169481,LAMOST J062104.61+221010.1,True,27.22443,spec-57716-HIP29425K201_sp06-106.fits
12.94,94.644334,13.549294,LAMOST J061834.64+133257.4,True,-28.64336,spec-58402-HD060953N145109V01_sp06-122.fits
20.72,91.390829,23.482611,LAMOST J060533.79+232857.3,True,23.72622,spec-57782-HIP29425K201_sp03-105.fits
282.09,357.68851,51.462743,LAMOST J235045.24+512745.8,True,-3.8292,spec-56937-HD000240N512820V01_sp10-022.fits
252.27,29.454228,56.46797,LAMOST J015749.01+562804.6,True,-4.18134,spec-57328-HD020325N544136V01_sp16-074.fits
50.75,63.896822,52.045143,LAMOST J041535.23+520242.5,True,24.0334,spec-55966-GAC_061N50_V4_sp12-196.fits
80.62,80.23454,35.073872,LAMOST J052056.28+350425.9,True,25.58746,spec-55969-GAC_080N37_V4_sp01-206.fits
254.76,95.858556,16.498005,LAMOST J062326.05+162952.8,True,28.17744,spec-59281-TD062610N184524H01_sp01-246.fits
120.13,104.79175,16.307953,LAMOST J065910.02+161828.6,True,-18.69309,spec-56258-GAC105N15V4_sp15-190.fits
88.62,95.711513,11.917275,LAMOST J062250.76+115502.1,True,23.64198,spec-58168-HD061556N101654V01_sp12-115.fits
176.06,69.333114,49.548867,LAMOST J043719.94+493255.9,True,-16.24782,spec-57326-HD042432N505042V01_sp07-149.fits
57.49,89.902278,26.639685,LAMOST J055936.54+263822.8,True,27.667,spec-56350-GAC089N28V1_sp01-197.fits
168.18,51.261063,54.680363,LAMOST J032502.65+544049.3,True,-18.73545,spec-56937-HD032616N560830V01_sp05-094.fits
107.59,64.272692,48.584743,LAMOST J041705.44+483505.0,True,-8.47617,spec-56611-GAC061N46V1_sp12-107.fits
162.49,8.135679,44.650502,LAMOST J003232.56+443901.8,True,2.776,spec-57688-HD002813N442340V01_sp09-007.fits
1.93,100.90712,4.251995,LAMOST J064337.70+041507.1,True,23.40513,spec-55984-GAC_099N04_V3_sp08-053.fits
210.36,79.594814,41.935024,LAMOST J051822.75+415606.0,True,26.90166,spec-56345-GAC079N41V2_sp15-192.fits
487.86,101.443324,15.81997,LAMOST J064546.39+154911.8,True,-24.74844,spec-58429-KII064707N170711V01_sp05-089.fits
68.86,90.696016,-1.097212,LAMOST J060247.04-010549.9,True,24.38461,spec-56346-VB091S03V2_sp16-238.fits
134.7,66.336411,42.947451,LAMOST J042520.73+425650.8,True,-0.91804,spec-56993-HD041808N420828V01_sp13-172.fits
42.45,89.533463,19.901287,LAMOST J055808.03+195404.6,True,13.63182,spec-56309-GAC088N20V2_sp08-246.fits
262.96,122.98812,-3.518064,LAMOST J081157.14-033105.0,True,-25.46837,spec-56617-GAC122S02V3_sp08-007.fits
49.06,95.097317,23.263769,LAMOST J062023.35+231549.5,True,7.24459,spec-58493-KII062035N253629V01_sp01-001.fits
249.7,110.357695,-1.480968,LAMOST J072125.84-012851.4,True,12.82332,spec-58524-HD071855N000445V02_sp07-042.fits
404.63,96.034565,18.389575,LAMOST J062408.29+182322.4,True,23.85968,spec-59263-TD062610N184524H01_sp04-137.fits
91.68,89.119123,17.678713,LAMOST J055628.58+174043.3,True,5.45073,spec-56292-GAC089N16V4_sp15-208.fits
304.36,96.883393,16.391155,LAMOST J062732.01+162328.1,True,-28.61981,spec-59224-TD062610N184524H01_sp01-023.fits
391.74,95.62351,18.825521,LAMOST J062229.64+184931.8,True,28.61384,spec-57457-KP061450N190923V01_sp06-084.fits
701.37,292.77783,38.328288,LAMOST J193106.67+381941.8,True,-10.49256,spec-57918-KP192409N391242V04_sp06-022.fits
252.96,95.858556,16.498005,LAMOST J062326.05+162952.8,True,23.80893,spec-59263-TD062610N184524H01_sp01-246.fits
179.5,91.340163,30.847469,LAMOST J060521.63+305050.8,True,27.46392,spec-58908-HD055458N314205V01_sp06-119.fits
159.78,41.448804,54.544742,LAMOST J024547.71+543241.0,True,-7.62285,spec-58423-TD030224N542147B01_sp14-038.fits
193.43,99.522658,13.379006,LAMOST J063805.43+132244.4,True,16.79418,spec-55961-GAC_100N13_V1_sp03-052.fits
85.42,81.184617,41.665614,LAMOST J052444.30+413956.2,True,26.66738,spec-56345-GAC079N41V1_sp09-182.fits
122.9,45.657832,52.534528,LAMOST J030237.87+523204.3,True,-15.10508,spec-56945-HD031350N514705V01_sp14-137.fits
72.17,102.827888,0.453592,LAMOST J065118.69+002712.9,True,-2.44843,spec-58848-HD070013N000500V02_sp14-247.fits
244.23,105.3212,7.441645,LAMOST J070117.08+072629.9,True,3.48176,spec-55940-GAC_103N06_V1_sp13-140.fits
354.13,94.06699,23.60801,LAMOST J061616.07+233628.8,True,8.60501,spec-58077-HIP29425K2_sp09-148.fits
62.81,100.57547,11.154923,LAMOST J064218.11+110917.7,True,16.20768,spec-55961-GAC_100N13_V2_sp01-035.fits
321.01,81.810394,39.852325,LAMOST J052714.49+395108.3,True,-23.33555,spec-56587-GAC079N41V1_sp07-193.fits
246.74,101.870282,2.049204,LAMOST J064728.86+020257.1,True,25.32408,spec-59282-HD065450N031414V02_sp02-199.fits
410.32,93.009069,21.288215,LAMOST J061202.17+211717.5,True,27.98584,spec-58135-HIP29425K201_sp01-087.fits
10.38,93.701401,24.417966,LAMOST J061448.33+242504.6,True,25.10022,spec-58169-HD061524N252001V01_sp05-164.fits
215.38,93.87887,22.512423,LAMOST J061530.92+223044.7,True,-27.75212,spec-56583-GAC093N22V2_sp08-232.fits
1.45,72.044174,44.996906,LAMOST J044810.60+445948.8,True,22.75053,spec-57054-HD045554N450205V01_sp03-094.fits
131.49,348.505153,58.019612,LAMOST J231401.23+580110.6,True,12.37805,spec-56994-HD230130N570619V01_sp13-106.fits
96.21,99.247504,3.173868,LAMOST J063659.40+031025.9,True,21.28502,spec-55976-GAC_099N04_V1_sp02-056.fits
65.45,101.74941,5.130513,LAMOST J064659.85+050749.8,True,20.70478,spec-55976-GAC_099N04_V1_sp13-041.fits
195.19,87.22555,42.916992,LAMOST J054854.13+425501.1,True,25.30948,spec-56344-GAC088N41V1_sp16-199.fits
513.56,305.927422,37.899148,LAMOST J202342.58+375356.9,True,8.45564,spec-56916-HD202734N382625V01_sp03-013.fits
148.28,102.590168,4.89964,LAMOST J065021.64+045358.7,True,25.66813,spec-59282-HD065450N031414V02_sp16-059.fits
119.9,104.242165,-4.157301,LAMOST J065658.11-040926.2,True,-15.24399,spec-58456-HD064759S041506V01_sp13-053.fits
94.77,41.84018,45.270056,LAMOST J024721.64+451612.2,True,8.7572,spec-58457-HD024231N470147V02_sp07-001.fits
645.76,95.269242,22.169481,LAMOST J062104.61+221010.1,True,20.61581,spec-58109-HIP29425K201_sp06-106.fits
270.37,80.259821,39.826449,LAMOST J052102.35+394935.2,True,-22.88082,spec-56587-GAC079N41V2_sp08-179.fits
52.29,72.309838,41.930946,LAMOST J044914.36+415551.4,True,25.73149,spec-55968-GAC_070N40_V4_sp12-173.fits
119.27,80.109418,38.395817,LAMOST J052026.26+382344.9,True,26.86106,spec-55977-GAC_080N37_V1_sp15-150.fits
556.68,93.009069,21.288215,LAMOST J061202.17+211717.5,True,29.77292,spec-57740-HIP29425K201_sp01-087.fits
161.53,75.095915,41.500088,LAMOST J050023.01+413000.3,True,27.17389,spec-56343-GAC075N39V2_sp11-229.fits
67.0,29.216622,56.504064,LAMOST J015651.98+563014.6,True,-4.12331,spec-57328-HD020325N544136V01_sp16-070.fits
328.48,339.840539,56.223808,LAMOST J223921.72+561325.7,True,7.4901,spec-56967-HD224251N544526V01_sp15-203.fits
99.62,89.666231,21.663612,LAMOST J055839.89+213949.0,True,13.65816,spec-56309-GAC088N20V3_sp12-097.fits
342.81,94.688877,23.150096,LAMOST J061845.33+230900.3,True,-27.98072,spec-56583-GAC093N22V1_sp09-132.fits
56.38,94.394153,23.265304,LAMOST J061734.59+231555.0,True,-11.58423,spec-58456-KII061029N225952V01_sp13-078.fits
65.96,90.709941,21.282657,LAMOST J060250.38+211657.5,True,-9.89198,spec-58456-KII061029N225952V01_sp02-098.fits
842.42,95.269242,22.169481,LAMOST J062104.61+221010.1,True,28.43767,spec-57721-HIP29425K201_sp06-106.fits
169.67,305.094449,39.383378,LAMOST J202022.66+392300.1,True,8.11008,spec-56916-HD202734N382625V01_sp14-086.fits
236.27,343.915906,56.753873,LAMOST J225539.81+564513.9,True,13.09187,spec-56994-HD230130N570619V01_sp03-006.fits
193.44,79.344687,47.24961,LAMOST J051722.72+471458.5,True,19.97547,spec-57052-HD051641N455952V01_sp15-033.fits
21.83,45.113576,54.002007,LAMOST J030027.25+540007.2,True,16.83563,spec-55930-B5593002_sp13-071.fits
183.06,82.237623,32.829305,LAMOST J052857.02+324945.4,True,-6.60427,spec-56994-HD053243N321131V01_sp03-224.fits
75.36,59.169336,54.367854,LAMOST J035640.64+542204.2,True,-24.16326,spec-57280-HD040922N544943V01_sp10-073.fits
7.55,93.216013,16.877416,LAMOST J061251.84+165238.6,True,28.85205,spec-57457-KP061450N190923V01_sp01-247.fits
72.48,46.43601,57.480677,LAMOST J030544.64+572850.4,True,18.25589,spec-56670-HD030004N551117V01_sp12-230.fits
334.89,102.551901,7.586916,LAMOST J065012.45+073512.8,True,-10.80479,spec-58100-HD065224N075346V01_sp04-189.fits
202.87,94.222298,22.740911,LAMOST J061653.35+224427.2,True,4.39691,spec-57391-KP061029N225952V01_sp08-087.fits
267.15,38.204854,57.572669,LAMOST J023249.16+573421.6,True,-19.60372,spec-59111-HD023050N553254V01_sp11-118.fits
-9999.0,37.440349,56.779603,LAMOST J022945.68+564646.5,True,-19.57248,spec-59111-HD023050N553254V01_sp15-021.fits
426.08,344.477781,56.818225,LAMOST J225754.66+564905.6,True,13.05321,spec-56994-HD230130N570619V01_sp04-177.fits
165.74,51.890894,55.281669,LAMOST J032733.81+551654.0,True,-18.80647,spec-56937-HD032616N560830V01_sp05-104.fits
270.81,73.095305,38.019661,LAMOST J045222.87+380110.7,True,-21.99435,spec-59141-HD044929N372005V01_sp09-174.fits
10.17,46.776183,56.466055,LAMOST J030706.28+562757.7,True,-9.27893,spec-58423-TD030224N542147B01_sp11-037.fits
358.01,93.572277,18.626765,LAMOST J061417.34+183736.3,True,28.89655,spec-57457-KP061450N190923V01_sp04-126.fits
340.4,100.748013,12.542416,LAMOST J064259.52+123232.6,True,27.05332,spec-57456-HD064928N120517V01_sp14-151.fits
160.14,58.835962,58.392076,LAMOST J035520.63+582331.4,True,-8.73696,spec-56972-HD034111N585041V01_sp06-088.fits
86.35,91.269378,14.97099,LAMOST J060504.65+145815.5,True,4.11646,spec-56292-GAC089N16V1_sp07-134.fits
655.48,292.77783,38.328288,LAMOST J193106.67+381941.8,True,-10.55539,spec-57918-KP192409N391242V03_sp06-022.fits
205.05,87.712769,11.565266,LAMOST J055051.06+113354.9,True,8.61611,spec-58489-HD055444N135117V01_sp02-109.fits
27.93,331.85241,52.591753,LAMOST J220724.57+523530.3,True,-2.41676,spec-59111-HD220002N540627V01_sp07-121.fits
48.74,45.575968,57.372534,LAMOST J030218.23+572221.1,True,-15.26121,spec-59135-HD030004N551117V02_sp11-217.fits
86.04,91.339054,17.228373,LAMOST J060521.37+171342.1,True,4.1722,spec-56292-GAC089N16V2_sp13-189.fits
85.71,84.490959,41.045975,LAMOST J053757.83+410245.5,True,25.55857,spec-55976-GAC_084N40_V4_sp15-122.fits
98.55,81.303522,36.322588,LAMOST J052512.84+361921.3,True,27.00753,spec-55977-GAC_080N37_V2_sp08-121.fits
113.67,87.753786,19.652155,LAMOST J055100.90+193907.7,True,14.4932,spec-56309-GAC088N20V3_sp03-042.fits
59.87,86.612319,28.896912,LAMOST J054626.95+285348.8,True,18.89509,spec-56684-GAC089N28V1_sp10-148.fits
58.83,78.521692,42.989758,LAMOST J051405.20+425923.1,True,26.84439,spec-56345-GAC079N41V2_sp16-130.fits
201.16,307.348211,45.298977,LAMOST J202923.57+451756.3,True,13.89418,spec-56967-HD203416N432139V01_sp16-136.fits
81.9,106.593799,6.734634,LAMOST J070622.51+064404.6,True,-26.24558,spec-57330-HD070706N045438V01_sp11-180.fits
267.83,140.69545,0.294717,LAMOST J092246.90+001740.9,True,27.01793,spec-57502-HD091639N004344V01_sp06-242.fits
1.32,90.351629,21.569324,LAMOST J060124.39+213409.5,True,13.28247,spec-56309-GAC088N20V2_sp12-169.fits
117.14,82.092731,39.177131,LAMOST J052822.25+391037.6,True,26.19557,spec-55976-GAC_084N40_V1_sp10-030.fits
187.5,96.893842,-2.210278,LAMOST J062734.52-021236.9,True,-17.452,spec-56981-HD063420S025420V01_sp14-211.fits
102.03,96.381632,20.097357,LAMOST J062531.59+200550.4,True,23.57053,spec-56706-GAC097N20V1_sp03-197.fits
3.65,96.709446,-3.325394,LAMOST J062650.26-031931.4,True,-17.23423,spec-56981-HD063420S025420V01_sp10-061.fits
204.82,45.606396,57.644626,LAMOST J030225.53+573840.6,True,-15.25309,spec-59135-HD030004N551117V02_sp11-208.fits
76.09,91.390829,23.482611,LAMOST J060533.79+232857.3,True,9.44858,spec-58076-HIP29425K2_sp03-105.fits
22.12,106.68609,20.278034,LAMOST J070644.66+201640.9,True,12.59704,spec-56688-GAC106N20V1_sp08-230.fits
269.38,93.394074,22.880936,LAMOST J061334.57+225251.3,True,-11.13325,spec-58456-KII061029N225952V01_sp08-042.fits
377.57,12.922949,58.864403,LAMOST J005141.50+585151.8,True,-13.78695,spec-57651-HD005305N571308V01_sp11-078.fits
34.32,88.252347,37.029565,LAMOST J055300.56+370146.4,True,-11.98274,spec-56257-GAC089N38V3_sp05-218.fits
63.34,72.698504,45.265177,LAMOST J045047.64+451554.6,True,24.79784,spec-55967-GAC_073N44_V4_sp15-174.fits
331.64,12.717148,43.759318,LAMOST J005052.11+434533.5,True,15.85084,spec-56629-HD004932N440333V01_sp04-112.fits
280.02,93.572017,18.628135,LAMOST J061417.28+183741.2,True,27.42321,spec-58544-KII061450N190923V01_sp04-126.fits
597.02,93.64398,22.90951,LAMOST J061434.55+225434.2,True,8.78979,spec-58077-HIP29425K2_sp08-230.fits
90.74,91.161597,18.655517,LAMOST J060438.78+183919.8,True,29.19954,spec-57457-KP061450N190923V01_sp10-118.fits
290.78,91.18874,23.402,LAMOST J060445.29+232407.2,True,5.87375,spec-57391-KP061029N225952V01_sp03-109.fits
97.82,101.12265,2.68979,LAMOST J064429.43+024123.2,True,23.0801,spec-55984-GAC_099N04_V3_sp07-223.fits
331.14,97.434396,21.065006,LAMOST J062944.25+210354.0,True,-25.45303,spec-58423-TD062610N184524B01_sp12-247.fits
49.64,91.867462,18.996274,LAMOST J060728.19+185946.5,True,27.77944,spec-58544-KII061450N190923V01_sp10-250.fits
71.99,59.734404,55.019864,LAMOST J035856.25+550111.5,True,-24.06656,spec-57280-HD040922N544943V01_sp14-064.fits
29.55,349.582355,58.13605,LAMOST J231819.76+580809.7,True,12.28245,spec-56994-HD230130N570619V01_sp13-188.fits
182.03,59.943186,50.137102,LAMOST J035946.36+500813.5,True,-16.09147,spec-57319-HD034854N505024V01_sp06-180.fits
558.6,94.721012,2.471334,LAMOST J061853.04+022816.8,True,3.87778,spec-56296-GAC096N02V1_sp10-115.fits
62.2,107.228853,5.272458,LAMOST J070854.92+051620.8,True,-26.23574,spec-57330-HD070706N045438V01_sp04-223.fits
39.06,48.397848,47.824504,LAMOST J031335.48+474928.2,True,-2.07377,spec-59170-HD030252N470637V02_sp13-144.fits
172.24,65.333716,55.818103,LAMOST J042120.09+554905.1,True,2.07353,spec-59193-HD040922N544943V02_sp13-102.fits
144.45,2.615063,54.98446,LAMOST J001027.61+545904.0,True,9.31688,spec-56982-HD000408N565515V01_sp07-163.fits
6.87,37.748602,54.786144,LAMOST J023059.66+544710.1,True,17.7215,spec-55930-B5593002_sp14-241.fits
349.99,296.84193,28.237641,LAMOST J194722.06+281415.5,True,12.90549,spec-57641-HD193711N282959V01_sp06-073.fits
79.11,99.839592,33.397396,LAMOST J063921.50+332350.6,True,27.45424,spec-55994-GAC_098N33_V1_sp09-130.fits
335.2,43.261765,53.625725,LAMOST J025302.82+533732.6,True,-8.07833,spec-58423-TD030224N542147B01_sp10-201.fits
30.05,93.360978,14.238896,LAMOST J061326.63+141420.0,True,-28.52762,spec-58402-HD060953N145109V01_sp08-135.fits
247.1,199.307604,-0.081038,LAMOST J131713.82-000451.7,True,-9.10879,spec-56738-HD131828N011447V_sp05-084.fits
17.93,58.340477,49.599417,LAMOST J035321.71+493557.9,True,15.68021,spec-55931-B5593103_sp08-134.fits
193.02,80.916627,37.700088,LAMOST J052339.99+374200.3,True,26.89353,spec-55977-GAC_080N37_V2_sp09-025.fits
332.74,37.688541,57.108069,LAMOST J023045.24+570629.0,True,-19.57332,spec-59111-HD023050N553254V01_sp11-241.fits
