ra,dec,B2_cut_probability
28.31873550295876,57.00544806778161,0.466
108.93309581505883,-10.67181243145704,0.786
302.4545977099617,35.12940896939607,0.338
262.5083824611986,-73.35029930521347,0.34
242.88577852456524,-73.34896377021462,0.51
116.97433535759392,-31.08552365443209,0.826
169.79242117284105,-73.3294376114317,0.11
210.7129768271901,-73.30866337378721,0.16
230.12464995618552,-73.29951464462484,0.104
215.96177073370745,-73.25354068821167,0.17
140.8504308086821,-73.21033042811422,0.12
248.5218140539872,-73.20132149442502,0.226
236.08365139313707,-73.18541117910455,0.916
39.5689314664408,56.895415855133805,0.586
223.06396039175408,-73.1070427663441,0.016
188.5390900336588,-73.06675052235448,0.39
153.57810973472235,-60.13172013438937,0.8
123.22631151549632,-73.04293715369492,0.122
34.44533718844007,56.95047191066484,0.554
259.5147333768529,-73.01979249284847,0.16
221.26390206254305,-73.0145137482157,0.056
200.58830338884047,-73.00604505284097,0.034
160.9650884029812,-72.98287088141397,0.096
211.80817155614787,-72.96875808564657,0.128
218.34327852783164,-72.91270257183945,0.092
130.72591919336256,-72.91243218424991,0.314
186.11559420186416,-72.91043122700822,0.538
223.9973351059264,-72.89024282776766,0.016
181.2159559684964,-72.87000330519766,0.476
197.42927051736785,-72.8447311917447,0.238
160.1995428847032,-72.80513773510037,0.1
123.55319060532172,-72.79844442405195,0.31
176.24619640512392,-72.79402745287437,0.128
191.6065435614148,-72.75885522163976,0.108
202.26729795169047,-72.72348901168266,0.328
169.84943673901995,-72.70687652436456,0.03
183.70890754535085,-72.70185998257683,0.078
178.79500156362403,-64.10217869589503,0.316
82.95128891219315,24.303517860089737,0.16
195.9445621672204,-72.57171584451348,0.04
176.46215289774062,-72.551650521037,0.256
193.9453266137532,-72.53206879480862,0.166
153.0987946609076,-72.524656353604,0.19
225.5477775068736,-72.52051340898761,0.06
208.9530455880092,-72.51464719089687,0.04
218.23331723365908,-72.51173973038689,0.072
185.7002340011313,-72.4958869927802,0.65
196.65475596351365,-72.48774892490358,0.076
177.38047663512222,-72.4646074495437,0.54
105.14436408926548,-72.43738865092367,0.312
163.40210059428674,-72.42464968462407,0.042
116.23746985269064,-10.765102517793215,0.042
149.7272467999687,-72.39539205550854,0.088
340.9191085585927,-72.38720133121068,0.062
193.6578616032252,-72.3848054847891,0.376
166.3045650163237,-72.37804758394938,0.162
206.62141520560093,-72.358074866129,0.1
173.41425933151586,-72.31601258905096,0.202
190.5200525679097,-72.29714389142629,0.176
276.99276074411745,-13.392321930951203,0.53
193.0432858145875,-72.27453790100417,0.134
255.7749854908332,-72.2421328744384,0.028
205.2806992487896,-72.22974542046359,0.07
262.02027071355263,-72.22275145091223,0.148
198.877659399216,-72.2175935570419,0.15
215.1146248327396,-72.21182304428845,0.038
220.30673250187832,-72.20135731400566,0.078
178.48471514339596,-72.19292738219637,0.072
253.90113101831835,-72.182238057265,0.212
209.8593292311457,-72.17845345137414,0.18
203.81752064471547,-72.08235881984642,0.122
270.2050597447807,-72.08207846249556,0.148
176.05271776185728,-72.0800285745704,0.118
156.33182765765656,-72.07651977918178,0.23
155.61200537314423,-72.06209545931426,0.166
306.66092827734064,35.03124221914176,0.166
37.48147147603599,56.93080652908649,0.65
128.63888723451512,-72.00054558797112,0.25
147.52954793262433,-72.00045719588884,0.112
207.0262531218248,-71.98098209093297,0.25
216.3033252741506,-71.98010499663452,0.162
214.85795365508184,-71.94720018982652,0.09
242.51273872522344,-71.914528621938,0.266
200.23517346953216,-71.89549433995316,0.386
209.51534914053,-71.89133495840765,0.198
213.62926435941603,-71.86281939921159,0.04
188.92110076135893,-71.84800686228755,0.246
201.4025580110141,-71.73917931827468,0.062
177.14759842822488,-71.73241505308705,0.47
176.96698064195837,-71.690016542315,0.056
104.38498647026748,-71.6607632319801,0.486
182.56513209426944,-71.6049005063294,0.11
195.0084307421444,-71.58949140076098,0.322
252.3028489903249,-71.58006870421164,0.052
222.4877161934309,-71.5733251307538,0.158
95.05530754664542,23.86262019884496,0.232
171.14563047049134,-71.5723065637833,0.316
169.89524444702727,-71.5461441108728,0.132
248.4800952758148,-71.54545187155409,0.028
179.6175488572935,-71.49102834837471,0.21
174.57350143656564,-71.48529432626331,0.342
193.2381405827093,-71.48434848179166,0.102
202.14325904483323,-71.46060739166505,0.344
264.2057874850953,-32.801800361196726,0.94
195.6131185625832,-71.41354966718428,0.038
113.20801315962431,-71.40014247234431,0.068
165.14221379130066,-71.35774040084344,0.338
125.31365758732638,-71.31479006248259,0.112
190.07093517837384,-71.31293028899933,0.08
109.6265401961327,-71.29630560628625,0.204
202.30453208446627,-71.28277014978144,0.132
186.3916572938651,-71.2665273315603,0.126
234.3966262764299,-71.26256164850311,0.058
173.2754169809625,-71.23794482069616,0.19
232.8099588997829,-71.22103815180704,0.346
190.5294839300132,-71.20382490248352,0.062
140.68504532384222,-71.18616785993633,0.098
241.0240527911852,-71.17901010425724,0.062
198.4789784736744,-71.17805856238661,0.238
145.31295042141704,-71.17758504678348,0.444
245.45805847975947,-71.17373748463625,0.206
220.7228720700517,-71.17075909285305,0.248
185.56189382300383,-71.14032995061692,0.188
273.7337319780163,-71.13851200076446,0.342
236.93271298101024,-71.13428616997304,0.316
162.7076536906387,-71.13087627998408,0.168
124.95706925191816,-71.1233867626862,0.092
139.86781148336576,-71.08818681365996,0.234
183.22536729620435,-71.05276436321002,0.114
108.61540536229349,-71.04403983302613,0.226
189.62944224281088,-71.03541504018096,0.052
202.9738461591317,-70.98147701213216,0.04
217.6389171753941,-70.97765163151512,0.126
273.3492450891301,-70.94931788873615,0.042
152.46092243255532,-70.93163015769986,0.174
215.6907794890533,-70.92343440919153,0.108
225.80469839624635,-70.91622179715893,0.154
180.12962082910482,-70.91538934207988,0.054
213.2035455405476,-70.9095721753753,0.086
176.15061985030002,-70.90703197846392,0.058
139.23754228903803,-70.89813013284704,0.194
170.6738796124885,-70.89723998800882,0.516
168.41003493133866,-70.88473595734226,0.228
191.71737410109424,-70.87962117229462,0.156
237.99811347379529,-70.87903404390173,0.188
189.57183873776955,-70.87787178973075,0.602
177.29596886854202,-70.83916948038251,0.12
224.51943519330987,-70.83867201594299,0.116
196.28962491928667,-70.83642270271376,0.352
209.7824259752916,-70.83563598905616,0.232
214.8387464367679,-70.8271255375373,0.102
212.1981878185234,-70.82239639880989,0.188
280.5491575403746,-13.45326720966842,0.838
224.720101390938,-70.81143324312816,0.052
181.9107789933773,-70.80769788093693,0.078
215.778691696924,-70.80622482955222,0.1
215.104186207616,-70.80571100352373,0.08
170.978297409193,-70.8036155342594,0.124
203.52447261737169,-70.79928458615935,0.25
211.0956466291405,-70.79428965105399,0.074
222.5172691326396,-70.76127420903005,0.276
196.5760957217137,-70.76022820148403,0.106
181.66182332407377,-70.7586144010845,0.098
220.2635490956069,-70.75764450606688,0.05
221.8670852754373,-70.75061573788865,0.074
230.54004793135272,-70.75054219066074,0.25
174.0347924750276,-70.74094262656808,0.276
158.47582292035088,-70.7408942081018,0.238
151.9186675687412,-70.73635292862393,0.116
178.47729312493777,-70.73543180447535,0.438
199.5557084838377,-70.72029536707124,0.198
209.3158168909009,-70.72026030967882,0.192
237.2178838813496,-70.71810431528267,0.266
193.6729855549308,-70.71644949273083,0.14
177.59380870966214,-70.71470284056221,0.104
273.75888334265125,-70.6781271157215,0.09
169.9048308024621,-70.67607021324199,0.132
196.2877027402128,-70.66813991814539,0.21
189.9266434487204,-70.65943427368829,0.322
195.67412297585443,-70.65741385867673,0.036
207.3412646991335,-70.62076916718244,0.166
182.9152026872462,-70.62015681615893,0.376
261.86763652202256,-70.61020119249866,0.042
210.5361272972096,-70.60150395655171,0.306
151.95831856199047,-70.59290257121295,0.076
118.8430189093322,-70.58847226273956,0.538
237.30469638478075,-70.56888058868009,0.122
229.9382579270551,-70.561754454827,0.31
167.87085351528103,-70.55755526574839,0.058
206.1795622813476,-70.54403742959063,0.158
204.6539008852644,-70.53312644017618,0.032
191.2326626563688,-70.53256160351141,0.21
284.0897189532293,-70.52495629634713,0.15
170.64247954875722,-70.52336061434693,0.026
155.35100615808955,-70.50317556840098,0.174
276.53495515065885,-13.364524092119428,0.884
215.1595697448008,-70.4908673429581,0.178
136.17342642451652,-70.48725666058604,0.344
198.91661917299032,-70.48620952082231,0.146
203.07728246885705,-70.45535229563829,0.046
257.72630383112084,-70.44562611094742,0.176
187.420360254337,-70.44296244187731,0.252
218.2272555135584,-70.43833325273204,0.03
166.6212642894876,-70.4200357404436,0.274
139.09347384773312,-70.41458016331103,0.1
168.27248318382138,-70.41153191068801,0.09
247.75204340814776,-70.40310644415112,0.142
210.1176629159898,-70.40209202481405,0.044
81.36755653517227,41.16965781381727,0.142
189.97708765847923,-70.37963760794177,0.14
176.20678432203172,-70.37248497232359,0.138
186.34105378708645,-70.36675663775836,0.03
181.06001519363423,-70.35996014987776,0.078
233.86585188342107,-70.3589350388699,0.094
181.0188233007952,-70.35276667732855,0.098
214.74597427436817,-70.34798402266561,0.18
210.14376753494668,-70.33813239321103,0.044
192.03732616809168,-70.32513359063509,0.106
202.1131597657917,-60.35678300763529,0.042
209.7303462551724,-70.28780572876774,0.22
175.90951960571786,-70.28514080766725,0.388
199.7413121351304,-70.24263853558351,0.102
203.8475587830996,-70.23543020468982,0.154
121.39450520619528,-70.23082065580087,0.266
221.65834235040043,-70.22829569969886,0.154
176.70577692445747,-70.21551819709153,0.586
190.8017821700752,-70.20877321417476,0.186
224.2773517667819,-70.20215749734382,0.358
187.25282133496307,-70.19133810372001,0.254
235.08778457691923,-70.19016451041747,0.058
189.93516781173847,-70.18910368497698,0.132
179.16476377803232,-70.17215322469491,0.092
235.18618602341152,-70.1632952166064,0.24
216.5586892959314,-70.16153888790137,0.086
190.1175037039609,-70.15554965830357,0.074
293.72079832803587,-70.15031980132068,0.152
206.29341511274603,-70.14216579485583,0.042
168.3923078039449,-70.09145576566144,0.146
219.11995394584503,-70.08282205243368,0.29
252.80935562483103,-70.07654687905541,0.166
223.13768901611127,-70.06892637936446,0.254
211.13866314785503,-70.06697334124034,0.172
135.4234723366042,-70.06072807698123,0.076
172.19351459642624,-70.05942131962908,0.05
179.64974402666422,-70.0434011564096,0.098
197.8625405894499,-70.03310226802701,0.342
222.5036125354572,-70.02874677249252,0.192
101.13998150164716,4.966011826310351,0.744
184.4370868567109,-69.98928278089618,0.082
191.181394442827,-69.98390131112683,0.322
139.5364162335945,-69.9756834356632,0.302
195.3168474767264,-69.97491499419544,0.08
174.2384342006797,-69.97214046893863,0.102
192.68013458987463,-69.96164368800282,0.152
220.88528854336204,-69.95979405538156,0.268
201.07268951443936,-69.95964419040573,0.08
211.90499565572293,-69.95948460646578,0.12
265.39961270313285,-69.95869109036859,0.092
186.18029932326127,-69.95653233388975,0.084
191.4768775779676,-69.94418833044261,0.3
182.32985913679613,-69.92489076939492,0.38
207.8630952073989,-69.91628525453373,0.104
241.01948705025308,-69.90978076962793,0.09
224.7661404459021,-69.90105261173017,0.316
227.4096675071984,-60.44291756103952,0.73
72.44647025498165,41.49924007006759,0.686
300.651487424714,35.282609099929246,0.666
207.02045344854355,-69.86024565989291,0.134
222.2166016077435,-69.8402495153206,0.15
172.6559342051165,-69.8198026405424,0.144
196.75235759758,-69.80613619823949,0.222
139.4790279690555,-69.80464409480172,0.102
139.48171125818726,-69.80190849432896,0.03
202.75417697198327,-69.80170114393354,0.644
157.89839507266765,-69.79713337364869,0.304
191.70029100437,-69.79447340801852,0.592
205.4987257033709,-69.79422991688341,0.052
173.60077566390487,-69.78339545593172,0.214
128.30158008480058,-69.76211651318147,0.054
192.9271688969724,-69.75830140109132,0.106
199.83913618914417,-69.750524703204,0.14
209.59517457857663,-69.73922833941822,0.104
33.98605278906318,56.98981930644885,0.816
201.2095825904732,-69.70107193733003,0.102
222.52906896665053,-69.69226741910839,0.03
156.64651981300722,-69.68617056367245,0.302
213.0967944192859,-69.68040730992851,0.228
182.63328168047008,-69.67662655028107,0.156
94.10437878069015,23.919517215701863,0.434
146.80029770621354,-69.65683592294033,0.162
190.1484262141087,-69.655822561457,0.122
218.27324690188763,-69.65532838040372,0.084
125.81625471736972,-69.64846248000701,0.066
200.57338300541417,-69.64177932083273,0.112
183.17768307140693,-69.63622316535708,0.094
215.10679913118423,-69.62943695217133,0.092
214.69485692237265,-69.62576839089648,0.274
214.27535556972447,-69.6128866404533,0.286
69.33004812852931,41.57110257654738,0.522
205.86769905415653,-69.59730371412806,0.052
148.02905319923963,-69.59704215142312,0.114
197.0064975780002,-69.5918603289205,0.288
2.256099473644699,57.432459900086975,0.528
251.08381860047425,-69.57547163496179,0.416
243.56894496442595,-69.56275702443519,0.17
158.80570724224282,-53.60157021304028,0.354
192.8374869188907,-69.53463709828904,0.04
213.8702829254654,-69.53375519952564,0.09
188.0370465709888,-69.52486275806184,0.144
189.43556279863364,-69.51629520637835,0.03
240.6543665476598,-54.270751897363645,0.84
211.8980537139047,-69.50639731022355,0.148
207.8534258806785,-69.46942248624522,0.048
147.1066185637783,-69.4667729839476,0.222
183.96496138010443,-69.46233340334813,0.138
185.5619386056587,-69.44981391656525,0.126
202.53074752836915,-69.43356070622139,0.022
118.43208562202769,-69.43088047163944,0.116
154.68810799182552,-69.4262441756175,0.28
155.0311375753712,-69.41775840417074,0.246
177.24424973061974,-69.4129844320972,0.486
262.15814646359024,-69.40619874146242,0.302
94.9282690733612,23.917360941339503,0.312
37.37207766795293,56.96100410220267,0.768
166.0905965447408,-69.39586044610638,0.082
195.9171514381648,-69.38236567671395,0.238
131.48100440563866,-69.3770243279645,0.146
176.41006173649922,-69.37039883629019,0.216
141.21888558904297,-69.3536388811891,0.662
173.42479126805182,-69.34382120417892,0.108
189.810577967686,-69.33016820605889,0.314
287.88933465927244,-69.32179327404647,0.156
146.9578390511618,-69.31812822624701,0.07
324.46102947722954,51.58254589716388,0.844
158.98895037873152,-69.31410819994484,0.102
202.95811267278225,-69.30252496139414,0.156
257.04145216107844,-69.30136556586304,0.122
164.42020263509005,-69.3011896736149,0.122
167.5378340815321,-69.29172722392249,0.232
189.57151081223927,-69.29099941332092,0.282
300.60297511112555,35.31055501409635,0.402
240.2298893801667,-69.28048835987838,0.09
135.6692977124618,-69.26942501016407,0.082
177.9814278032493,-69.2693610623803,0.146
244.80999958964773,-69.26770656208511,0.078
143.54859993384744,-69.26398683879734,0.136
94.8740981781538,23.92925686643037,0.568
218.69047957409143,-69.25829255085749,0.32
173.33271421161515,-69.24943422165684,0.394
188.12305071780185,-69.24832037583978,0.55
182.61359406560976,-69.24492227829812,0.118
188.8703710101648,-69.23653683846719,0.036
210.08614121861555,-69.22719246150703,0.058
193.9228737975108,-69.22291319445927,0.046
172.9307345098048,-69.20087477610166,0.632
163.98554814991388,-69.1963378399466,0.276
92.60101909075294,23.97959114084724,0.246
186.96496986381385,-69.17293676501859,0.226
190.1552404169436,-69.15475620753178,0.072
190.5942506132992,-69.15443255852283,0.334
190.48409737612528,-69.13731377463878,0.04
248.93914467881208,-69.13264823590254,0.314
180.4873284242666,-69.11284198471421,0.382
194.71363684644385,-69.11111200608458,0.252
132.85769658036006,-69.1108766709437,0.132
186.6453603188094,-69.10051751210581,0.054
200.6344198839583,-69.08711059598146,0.13
235.2950669997965,-69.08438907632818,0.664
194.71794989661103,-69.0816669136845,0.06
180.11267373988093,-69.07568665633221,0.112
207.31839777423943,-69.07071482610205,0.262
189.72130719699723,-69.0528249605075,0.032
197.95504923310787,-69.04891732782241,0.192
200.69176209046623,-69.03496613056731,0.234
175.69982186833874,-69.01544386544116,0.324
169.1588628328627,-69.01501812460896,0.256
222.14613065055764,-69.01347678770311,0.046
81.96729576532088,-69.00638613516652,0.51
188.7473789321824,-69.00363754881859,0.15
222.8999548994705,-69.00098865390959,0.066
251.4906740412096,-68.99102784644164,0.186
15.75133826879206,-68.98957401090763,0.11
42.96682276700038,56.91498987845358,0.812
205.7551316222664,-68.98751353315593,0.088
200.20856377512223,-68.98744368810367,0.36
203.77159191566687,-68.98119414896465,0.042
188.91694633454148,-68.98107229667602,0.122
193.4904434008126,-68.9742089598726,0.026
171.57030051807388,-68.97308649465796,0.184
171.6627585000554,-68.96584580879599,0.05
220.95713039195573,-68.95569452871628,0.35
188.46806487187104,-68.94976938711885,0.046
218.08938053680768,-68.92989181085191,0.176
292.4796592131388,-68.9262841626924,0.138
253.89782050037724,-44.46946596030472,0.8
214.06088679013607,-68.92481450630255,0.484
205.05044401350952,-68.92451932369401,0.088
164.4754310539044,-68.91895830456052,0.726
191.1968837595263,-68.91353885278028,0.074
203.82591316527527,-68.89709834258466,0.264
202.20551708270176,-68.89709475645704,0.048
195.4880018090344,-68.89601756006668,0.078
211.8199603551841,-68.89297205751693,0.056
215.3833384265763,-68.88658456543092,0.158
197.31145092648845,-68.88354124192925,0.238
91.35330325046812,24.024090401746488,0.138
186.51816271211035,-68.87173752713474,0.032
192.6588623507804,-68.86685464548076,0.054
217.1894291924813,-68.84983687754914,0.428
176.7403401511934,-60.2233617338883,0.254
158.74687082097125,-68.83564461662385,0.136
199.4363711509123,-68.83255948395386,0.08
202.34018940623537,-68.82501429446631,0.308
186.22156564787147,-68.82455544893793,0.098
110.7056968357492,-68.81453898802879,0.082
152.86871018929622,-68.78913174269728,0.084
207.1966846060925,-68.77685966276744,0.248
199.6703559336009,-68.77488774462263,0.134
208.31324044519167,-68.76427499997247,0.152
183.06385493724315,-68.74874911823005,0.12
191.3969635507744,-68.74542165405013,0.21
174.24961519819277,-68.74439407592173,0.184
253.0359989356328,-68.7407165289275,0.148
193.9710515176672,-68.74031650850698,0.1
215.6698840308356,-68.71788080621545,0.306
194.6845729859496,-68.71468228361066,0.21
155.09023271978643,-68.70033350460861,0.202
302.74172891848724,35.242897389527194,0.09
173.26930257927572,-68.68332293639774,0.256
205.82644876683608,-68.67572894684702,0.04
150.8645232427343,-68.66100575288198,0.216
36.1821012004086,56.99264870425097,0.688
205.2584358805377,-68.63718253086269,0.202
227.3049432120417,-68.63314779472083,0.042
195.29753760677028,-68.63107895230627,0.032
213.25255106796104,-68.62462417651156,0.14
212.4591278138701,-68.6135969608791,0.296
189.23121871201377,-68.61205316158076,0.078
188.04801798582463,-68.60157208073174,0.096
178.34016252096328,-68.59865444335192,0.04
206.55603653985628,-68.59470933827502,0.126
188.28912723664305,-68.59351633631414,0.17
111.76650281200696,-68.58926974691283,0.1
160.34580836016275,-68.57568359133106,0.136
170.0653525164916,-68.56623987710451,0.16
230.39846770419592,-68.56342958615251,0.178
189.5157453405185,-68.56068761100008,0.242
188.7321737928713,-68.55160268153033,0.186
168.42236785297615,-68.54578307842752,0.39
204.14129824969424,-68.54493827309776,0.644
163.37131685151448,-68.54179986847949,0.528
191.78600220090365,-68.5386863257328,0.232
217.83958001554888,-68.5357227996927,0.07
212.2134227914081,-68.51543126898068,0.096
178.44039155642128,-68.51139631957615,0.196
235.15082323273768,-68.51011787597956,0.206
190.94461762671887,-68.509663280739,0.27
153.68046553961562,-68.50842964480748,0.146
198.25321043802845,-68.50625484244921,0.136
184.93738978411488,-68.49557402347209,0.092
122.95151220715694,-68.49306777672872,0.148
200.9305107103074,-68.49273750017541,0.346
193.97651551762183,-68.48575363893539,0.09
187.8024502536988,-68.48540829135855,0.058
99.28053337552106,-68.47080880934016,0.016
196.05333431252404,-68.47014110448842,0.508
192.1559927625085,-68.46685243869243,0.114
198.30547938867755,-68.4649880155096,0.088
174.4330816791653,-68.4647723237431,0.136
176.3751321324053,-68.46419498151892,0.08
