ra,dec,B2_cut_probability
143.37794465724048,-47.17887363252646,0.624
244.8066528169309,-47.178722511515176,0.58
245.7980535311325,-47.178915012025165,0.098
262.93280147343285,-47.17808277633278,0.326
251.62123220045103,-47.17740015060565,0.116
251.5689013555772,-47.17225097821781,0.476
251.9066598023313,-47.17067584443286,0.1
251.97631867233963,-47.16465233436498,0.536
250.95298495719075,-47.15969837680415,0.742
238.563076979824,-47.15891118730892,0.134
250.3976080266477,-47.15831464771447,0.562
120.11303910308044,-47.15751936879921,0.092
250.8383761048862,-47.156678565886565,0.312
254.40281902242407,-47.15044474862249,0.092
174.14724082489104,-47.15061415714669,0.194
231.062709731066,-47.14974776362953,0.168
246.71988996500184,-47.14849158774592,0.278
257.53712738726057,-47.1467904036443,0.404
133.13768150702657,-47.141775831775966,0.656
258.7401788453099,-47.14147823700144,0.392
242.0265392335884,-47.13878961465993,0.138
129.1535899483837,-47.134808769156734,0.258
256.6322902228388,-47.13287596553834,0.358
232.49455985985728,-47.131122672982016,0.248
250.6117260894716,-47.12985678074698,0.628
250.8115484517432,-47.12491320865952,0.25
250.46195332949188,-47.12211221313547,0.406
260.22132159306426,-47.12190078594717,0.07
131.5695385042345,-47.12091141333077,0.278
247.30677612862883,-47.12013711860949,0.106
260.3139971973178,-47.120066668540495,0.192
255.90461355341108,-47.11747650715208,0.776
241.6852305789779,-47.11709194898365,0.112
251.050834300474,-47.11188193133808,0.11
241.6883333345341,-47.11103287866364,0.252
235.6335363214716,-47.10821246849838,0.16
311.8600833198735,-47.10727177381531,0.644
128.1234430513787,-47.10447675584053,0.106
254.45498213282144,-47.10541024049954,0.532
251.5790668943997,-47.10272924750728,0.722
251.3934801580922,-47.10238730826735,0.668
248.1460948666608,-47.10205374494392,0.498
146.59289333793365,-47.099221892632215,0.314
126.6750114113445,-47.09750178338662,0.426
250.902046645216,-47.09557956421256,0.5
130.75010188523427,-47.0942864654335,0.16
128.50454242164682,-47.09472579224346,0.186
155.40592581596326,-47.09303723242829,0.176
127.1182130335105,-47.09186705870494,0.262
266.23247316007297,-47.08641703241653,0.132
178.3887809177322,-63.36562790668152,0.716
122.61387047586298,-47.08325172338637,0.118
251.60329903321173,-47.08106817919762,0.286
249.95893915005567,-47.078924952321096,0.194
250.65940004283303,-47.07525269190594,0.472
290.7957457913622,21.52125999318749,0.756
209.45295831197384,-47.07224180713364,0.082
130.7780824819702,-47.0717774861863,0.09
228.8343309363968,-47.07148276914344,0.08
238.38908793381864,-47.0701408191484,0.288
250.4479273190985,-47.0685614436412,0.458
250.48173909241711,-47.06819290257268,0.518
130.10730523081958,-47.06508770032325,0.532
250.8649529408728,-47.05294637800258,0.712
251.29568050769555,-47.05138611889482,0.102
148.9964709022763,-47.051378887220906,0.106
254.7562314716668,-47.05079631463378,0.1
203.9376427964401,-47.04599061573801,0.586
132.3988792040327,-47.04133915499493,0.332
249.45748757763468,-47.039625954277135,0.202
129.68107269394216,-47.03907930813462,0.306
251.61968788437707,-47.03431922893076,0.234
251.61103865182503,-47.03490322802138,0.132
250.817057591366,-47.033567459718746,0.712
250.42061542761445,-47.03223480468683,0.446
266.2920553028968,-47.02654649459056,0.196
128.47684480552635,-47.02371110808211,0.12
251.2067841480593,-47.02341265191715,0.094
251.50275076463305,-47.022102615689896,0.274
251.5524782097312,-47.020427004524834,0.104
251.62600628318705,-47.01956207753969,0.916
233.5428334862621,-47.0119665289517,0.122
250.4785036046076,-47.00622534976824,0.066
139.9452399872603,-47.00652283786836,0.622
250.0947469295712,-46.99869895842278,0.496
251.78126198153728,-46.99616137299003,0.444
251.63295704149823,-46.99460077701962,0.116
138.23099522410118,-46.99376574804398,0.638
257.7096712115163,-46.9934319388005,0.406
304.25009548375414,37.42324941525781,0.768
250.8292115123539,-46.98339663843375,0.136
251.6313775797401,-46.98274444497687,0.774
226.44528659577952,-46.98097609451981,0.322
245.0377604850761,-46.98080631775338,0.512
260.3571237221571,-46.976654147926176,0.07
260.4581311361027,-46.9753609461968,0.442
131.2514980630872,-46.969976083009705,0.676
116.34191156805863,-46.96877311813444,0.29
246.75352910113685,-46.96886919186956,0.278
251.1876325423152,-46.96585713133155,0.25
251.9324157183344,-46.95317122240628,0.308
122.46004654133633,-46.95219317543406,0.05
253.1283882355368,-46.94984857899959,0.092
251.86858270332144,-46.94746967504463,0.158
129.38760407023364,-46.94187416784492,0.222
281.84315030072486,-46.94031865211701,0.258
150.5159117302406,-46.93871923018608,0.102
251.07496891403807,-46.93677042852968,0.466
132.63260417008848,-46.936031043374605,0.602
130.46302313201846,-46.931977291021234,0.262
182.98623428224715,-46.92991202569527,0.832
130.03069039573654,-46.92964505007728,0.79
132.91791998622725,-46.92804036754251,0.268
252.7673126944299,-46.92364858086987,0.212
250.5516910858074,-46.92220877619342,0.35
251.5553341357565,-46.92062246990915,0.096
245.9856811300249,-46.91957880176558,0.056
251.01641391735856,-46.9190559066098,0.134
250.55966781346163,-46.9179377914406,0.392
244.8554593928436,-46.91476284930675,0.32
250.5863026062253,-46.912467541970216,0.29
132.62142880771592,-46.911166820842695,0.072
266.68568650372384,-46.91198898474361,0.088
120.49740057564476,-46.91033157801046,0.066
144.9985260782403,-46.90918804553557,0.226
247.6785024952443,-46.90872726254356,0.616
131.8313099042252,-46.907404546254725,0.252
143.38427689049573,-46.90685745189229,0.172
132.3461940061843,-46.90537828061223,0.128
156.78931021245583,-46.90353384536561,0.118
246.4560353015593,-46.90408964068374,0.952
249.44024647209875,-46.90251616407728,0.104
125.39399728260672,-46.89526584248551,0.132
130.65597332729212,-46.89337938737667,0.25
132.34565530863065,-46.89229575862175,0.492
267.05327277197165,-46.88995503717428,0.154
250.77439072589257,-46.88420042750885,0.42
247.1490016545169,-46.883569509105165,0.142
252.23462195558253,-46.88344335935786,0.976
243.4799670920817,-46.88334055339062,0.146
147.72957977843524,-52.47320365945724,0.546
244.7610178137809,-46.87859252388404,0.284
246.1588498855189,-46.874575351031694,0.194
252.192977095914,-46.87107792067184,0.174
247.4892515362411,-46.86998620532172,0.068
85.40328072802461,26.615549562273536,0.402
132.3558093723432,-46.86801787723067,0.36
260.5332739661389,-46.86501173092622,0.174
114.3597627105298,-46.86463536423903,0.162
250.84362077527229,-46.8606756932385,0.65
241.08403096091828,-46.85937179759792,0.17
260.57505467302707,-46.858785779907336,0.074
168.27164500397416,-46.85858963416041,0.35
132.27173575966742,-46.857795193577495,0.404
258.40371471501606,-46.855708694871545,0.568
129.00412304547055,-46.85498925238782,0.15
250.18963107239497,-46.85411304620286,0.236
248.58151464706827,-46.8505306476342,0.358
166.9610759057785,-46.85086465368423,0.076
254.0611073368804,-46.84843370739805,0.288
252.8230425975973,-46.844282422227934,0.418
250.87223345380028,-46.84201583533825,0.85
303.8939469104401,37.43668580502262,0.588
161.82216190454392,-46.83866444772954,0.338
278.3854747364451,-11.633722999424544,0.802
259.2829355853802,-46.83190262245477,0.104
132.29772397234456,-46.83104393390156,0.384
250.4672327467601,-46.82849624252256,0.144
248.50695179902525,-46.82597600072767,0.762
129.43490114240416,-46.826537018136825,0.2
131.641915444926,-46.82498491857216,0.226
250.52452471240392,-46.8248058365532,0.102
250.01165378217232,-46.82086444533007,0.564
130.14052822598654,-46.82040205160416,0.318
251.3184170906624,-46.81898963536827,0.316
249.595884887423,-46.81225062776889,0.546
261.9232370406537,-46.811791073330255,0.12
262.71604794098613,-46.81001118031729,0.426
252.7846910921914,-46.8063589047274,0.5
252.7820710359326,-46.80605222567317,0.478
16.302288110733762,10.27463581762043,0.41
251.79392850552472,-46.80344572511031,0.746
236.51057766700444,-46.80299127406524,0.264
353.8374514946913,-46.80219164478205,0.36
262.6379953185016,-46.79799905316422,0.17
226.85967027240537,-46.7952844557172,0.12
251.15381140904253,-46.79159164781433,0.552
242.13716515099145,-46.791556986581455,0.126
132.3526507746172,-46.789233919321646,0.302
231.3915919292263,-46.78675824752088,0.886
111.87498129836338,-46.78485690675213,0.224
250.10191682482977,-46.78246137554298,0.164
244.39536076058363,-46.78173033975101,0.156
248.88634946978968,-46.77938582372736,0.63
249.98679560575584,-46.779002977846034,0.428
248.5902707573671,-46.77497638362612,0.574
249.433442886722,-46.77548232430778,0.15
250.46878733724083,-46.771486825802846,0.44
255.2704204793793,-46.77015682388649,0.6
250.1607343310312,-46.76697637262629,0.136
261.63461492013323,-46.76290573469351,0.184
130.5573438632063,-46.76124463294899,0.338
251.39503163933068,-46.75855423819097,0.442
165.6724501318828,-46.75717799733354,0.444
239.18359666044367,-46.754707070253325,0.132
251.1326165027883,-46.75287613128362,0.278
251.1112180632635,-46.74961674258289,0.12
252.22439400885887,-46.74908270441249,0.462
127.05098269570506,-46.749525076496006,0.36
251.43361372390268,-46.74180131326029,0.11
251.81720785777603,-46.74096254979145,0.38
250.6500329948547,-46.741542319048165,0.356
139.2346600032854,-46.7405894509524,0.314
125.63101233457404,-46.73939276122848,0.124
122.28768330608854,-46.73651953614854,0.18
131.97682304789603,-46.73712309961449,0.292
258.44981148660776,-46.736899325617415,0.686
249.60057931203733,-46.73434634150612,0.178
251.16216229997403,-46.73501408246818,0.248
130.21579515083388,-46.73211638581867,0.284
247.4797210699626,-46.73034868710649,0.146
249.7374337904529,-46.72724630785471,0.352
249.24281674495384,-46.72037315057791,0.074
238.1811525690669,-46.71795096407247,0.726
251.46906641738977,-46.71629725222896,0.25
269.21747734973,-22.91634298037692,0.942
249.33253412939803,-46.71487287850878,0.262
118.58326105752296,-29.868077032196712,0.77
356.5004493971223,53.10587356295272,0.75
244.91958237999413,-46.71135890946636,0.17
170.63261205700286,-46.710519522086,0.22
251.09822742705865,-46.707840432793375,0.1
250.6862685917905,-46.707226662559535,0.178
249.45084366123007,-46.70341359611756,0.848
264.6815849275455,-46.70370813443129,0.136
286.292155114445,2.8763529321971526,0.82
248.23585665256417,-46.70107002731431,0.108
114.18785164125254,-46.697569077144,0.076
251.2484657252368,-46.69125822191702,0.078
167.82427438783506,-46.69087461086738,0.13
145.12643997457383,-46.688339732127325,0.644
260.2356555958731,-46.67876381043903,0.116
249.2307910252852,-46.67787094162316,0.72
210.89610279527545,-46.67626858263292,0.158
248.69936941008808,-46.67732909620955,0.17
255.2240816470182,-46.67565244923125,0.58
131.45189506656862,-46.67351187357476,0.396
252.4218364951305,-42.49735729307557,0.286
249.8533691496529,-46.672900158522346,0.324
248.47178151591623,-46.67198046850671,0.91
250.91304773674472,-46.67043985840463,0.158
132.9535362993628,-46.66984210367914,0.146
242.0876777608579,-46.66929848900696,0.18
248.11882613382565,-46.66845559552374,0.12
246.8941776951928,-46.66742313260544,0.162
123.8116458639988,-46.6660104292012,0.084
250.00742930749428,-46.65968662872746,0.716
252.480596446558,-46.65141168943999,0.202
242.0783910640924,-46.64953873822602,0.266
246.19139591515977,-46.650050115814,0.16
251.34984020033767,-46.6492351049893,0.234
224.7487541749658,-59.9222367379067,0.854
131.99444166754486,-46.64518670740444,0.378
242.93302855005768,-46.643214433301154,0.172
247.86610956788985,-46.64143027446136,0.136
252.2651452561672,-46.640920256107385,0.256
259.23688404968874,-46.63958781269623,0.096
160.92631096709158,-46.63967826709563,0.612
241.2670533767123,-46.63755905772511,0.118
249.9686182804884,-46.63675882773311,0.594
132.23020535363955,-46.6332568198609,0.412
130.81863991980978,-46.6336190465323,0.372
265.39529698702154,-46.63160922802831,0.226
250.29790981313377,-46.63153739834101,0.242
207.12600426603376,-46.62773608988793,0.35
251.7086302852783,-46.627377329398286,0.722
45.88785437757343,58.21673035446478,0.826
132.306597741985,-46.62217078754907,0.444
250.18015258034305,-46.62102084286632,0.396
250.5723607266121,-46.62101687109646,0.776
250.85438275556825,-46.61438501146318,0.248
249.96653758072208,-46.61251471963886,0.688
250.90395771266816,-46.60684965608167,0.118
246.2086541717821,-46.60661831163305,0.954
251.1338502479645,-46.60460741550327,0.194
163.93801955695753,-46.602634304528856,0.122
128.1034556988357,-46.59913504247993,0.09
131.8149710559038,-46.5989297718129,0.676
247.6877653070029,-46.59677961695092,0.402
102.0858574543052,-46.59584323741628,0.098
129.94982341287042,-46.59635188013832,0.59
129.05973586034807,-46.5907460472525,0.248
248.00452569918787,-46.59183712112778,0.108
128.25866860853293,-46.58556433027484,0.076
251.73452958945623,-46.58388368144678,0.552
249.76833738889744,-46.58123807464769,0.568
127.069584821422,-46.58037775819587,0.164
252.08151627262308,-46.57755599116944,0.426
248.1370270226224,-46.57455947480605,0.608
114.96462942227362,-46.57309846660285,0.182
117.0993712530459,-46.57064362818468,0.324
133.21250897707415,-46.5689490454558,0.388
131.1673977091351,-46.563220939896425,0.422
167.6830464305979,-46.560952450718624,0.858
159.73357503734348,-46.557486989904895,0.108
131.60837932396203,-46.55802956519352,0.272
251.2248767256466,-46.55370311836259,0.448
156.8383632575144,-46.55227701606296,0.122
142.76447242164008,-46.552261625819945,0.086
132.01170522543046,-46.54859247755154,0.618
269.5450056886468,-46.54768946896934,0.136
251.4035967890812,-46.54729322725035,0.224
128.03803544007187,-46.5464924335953,0.28
249.2797286489468,-46.54667987642908,0.744
251.59938810685864,-46.54085011976735,0.448
128.97104675176217,-46.53952609255029,0.374
251.28316065258807,-46.53164325332512,0.77
129.50363217243893,-46.5294687491243,0.32
251.74295730086885,-46.52720906476903,0.154
128.9905984379975,-46.52337075634246,0.77
132.5507676658076,-46.5218791473014,0.094
248.43211414903888,-42.423807718280415,0.178
249.26564143910724,-46.51988693482943,0.056
124.39031020668324,-46.51725566763527,0.222
266.9214175932876,-46.514785481255785,0.232
129.42010755021343,-46.51134827086351,0.302
280.69549979129573,-46.51131550361431,0.058
259.1763405127969,-46.507999106835136,0.046
262.8057090718973,-46.50706358247477,0.084
142.44433015561822,-46.50511956424805,0.164
251.4507619213456,-46.50260397008948,0.55
126.89820868818065,-46.50294306163426,0.334
256.7312961335647,-46.50222811133369,0.138
126.35127731923748,-46.50182342738784,0.17
132.63504194731195,-46.49780325029952,0.206
128.39538011905626,-46.49617861949887,0.124
132.82032787033762,-46.492439520088,0.272
227.926781299622,-46.489311906910665,0.122
131.3319704420488,-46.48581090731999,0.426
259.87012289107014,-46.48364984427337,0.196
130.52144596555397,-46.48234745555212,0.616
262.0611182171378,-46.4785364423733,0.086
132.21556193196548,-46.478312097789015,0.34
131.6551585097058,-46.477589130382185,0.296
246.1090230641312,-46.4772478663196,0.198
139.0445071033205,-46.47590129795877,0.22
127.80142507085309,-46.472232728808535,0.278
250.21457960087807,-46.471265426696334,0.762
248.12181940610856,-46.46573450769176,0.512
251.1649186648461,-46.466868400692576,0.292
242.94708516691307,-46.464643297722496,0.098
250.33597259375065,-46.46075960141213,0.872
132.46304280969102,-46.453965996500095,0.832
252.1996984432116,-46.45004543893686,0.258
232.22429595594457,-46.449211774798,0.248
246.0105140342731,-46.44611733474456,0.17
261.178209372504,-46.44531419476467,0.24
252.07452275181325,-46.44179945997383,0.514
248.73239517842944,-46.43962961009976,0.138
236.2834888672608,-46.43711294136688,0.238
247.56266389304216,-46.43771663700756,0.126
251.19228540960725,-46.43632603919225,0.324
252.4723230598284,-46.430645627969575,0.308
130.10956042585417,-46.42448002205212,0.68
235.1088111985464,-46.423566048710725,0.078
248.43403541162093,-46.41821426885742,0.268
156.62220617269352,-46.418011247180765,0.094
249.1720555766398,-46.41422379467193,0.296
126.1535558421226,-46.4144454594816,0.158
135.62464324226423,-46.413841086512136,0.92
249.7857281061597,-46.41083552360429,0.286
248.4640101582983,-46.40824371579568,0.754
130.57300686754317,-46.40397919386616,0.106
251.99094133848345,-46.40211205226194,0.814
244.69822916224248,-46.4019168548914,0.062
139.29773217151967,-46.39710779028745,0.24
140.64798884221534,-46.39433593581007,0.378
140.39231353738813,-46.39473111449191,0.194
231.0294242578478,-46.39278293444486,0.208
129.56814183940855,-46.39160846736287,0.182
134.13363117657264,-46.38671323070582,0.588
256.9813880497716,-46.38593465110785,0.304
131.648767737502,-46.38315921144898,0.828
258.07282524844265,-46.3792114125087,0.182
251.48004433627275,-46.38141202781213,0.372
246.51771159285667,-46.37748382300727,0.042
250.09918137478385,-46.37626520222363,0.404
147.30006300121713,-46.37622669265212,0.088
249.10383703675885,-46.37167107161242,0.566
145.92605485991498,-46.37140859886231,0.114
132.09011144958035,-46.36987817230983,0.426
121.43662929964678,-46.36871928091961,0.55
209.26404956054387,-46.367760678562654,0.024
248.48905588222905,-46.365921758814665,0.896
153.52348558110003,-46.36557933197082,0.334
246.2834972874498,-46.36411076028972,0.312
155.9293765601108,-46.35953220646296,0.028
259.09975293438504,-46.35822866003848,0.24
248.6284085988707,-46.35572235727761,0.238
242.0963516536208,-46.35341883418676,0.286
131.3554382508081,-46.350521971065405,0.792
131.82565568328786,-46.34668930985586,0.364
131.14214948896608,-46.34507519836816,0.17
140.33814508985003,-46.345808997648206,0.188
128.66101710396006,-46.345125973774266,0.248
148.3095264416645,-46.339820708479145,0.318
246.02841582082263,-46.33951836290001,0.132
287.01144520044824,2.8704262509891567,0.924
131.89290237990602,-46.33567971846678,0.212
149.47723303884283,-46.3325214503628,0.104
126.5583495702916,-46.33291717598844,0.238
145.31955207681364,-46.331875888244646,0.208
250.4435309380144,-46.330562022888415,0.12
248.4109973468896,-46.32705387715709,0.134
236.72695503051256,-46.32611888819534,0.19
157.72808551907718,-46.32558398029598,0.14
249.02444306939483,-46.320990503251,0.342
216.04761885834813,-46.31780227409008,0.194
249.85561736129785,-46.31717981942981,0.364
129.4177454269821,-46.30567228222198,0.38
257.9220083196632,-46.30413998729452,0.43
129.33179104166263,-46.30263643711471,0.214
141.11488296873085,-46.29848755638143,0.522
130.2241021929274,-46.29483894548292,0.494
133.26541386619377,-46.29031872329023,0.238
251.1816510178882,-46.28951449257536,0.27
261.8475891025124,-46.28673942382966,0.138
130.525591845773,-46.28044579623049,0.26
253.2752459568448,-46.2776890991678,0.332
259.60253257826315,-46.26958312060307,0.242
132.09950457300948,-46.264414627472654,0.298
146.9430831782721,-46.26548963975844,0.232
130.07837048730138,-46.2640377188123,0.374
244.92886618095,-46.26321766104054,0.496
251.5007964378509,-46.2615584074827,0.798
289.4700438835942,2.67985145402114,0.304
244.7188848221492,-46.2600506669952,0.09
244.8845540151497,-46.2571848469188,0.36
129.92786719992483,-46.25672625018699,0.34
132.83023045353764,-46.25180861196279,0.54
166.1704116826259,-59.62551495364527,0.318
73.95464471295261,44.25686415304914,0.144
249.7449784196619,-46.24630119181005,0.262
276.0820632417157,-46.24192108937396,0.222
253.5001284125396,-46.23912579705741,0.136
122.98736389943588,-46.23316471051627,0.13
214.25512927458448,-46.23068322948312,0.078
250.66562389070023,-46.23153551920918,0.106
251.93121112177127,-46.22889102397959,0.866
96.3602343148684,8.164861065967768,0.518
234.44312961582844,-46.22570622573018,0.174
263.4823650798152,-46.22521254169924,0.092
131.75492350369103,-46.2201195185466,0.78
255.23870506961927,-46.21688580854384,0.152
176.73390816908292,-41.29278648992284,0.044
262.31752428321903,-46.20605235279623,0.06
249.82948035016824,-46.20520965264589,0.084
140.0777997971359,-46.19779396578757,0.728
259.0356498904414,-46.19568238096427,0.472
118.71892010783816,-46.19364562185368,0.132
251.77927393951376,-46.191777439551,0.434
127.0542524291365,-46.18853542647912,0.108
260.68601296388385,-46.185154692268014,0.192
263.11912604547405,-46.18215531256327,0.146
131.83474611186597,-46.17594467946609,0.172
156.436126069936,-46.1688103474545,0.226
271.94719579874493,-22.935393010164525,0.356
157.384591214089,-46.15791607626054,0.086
254.09584234689103,-46.15610634769566,0.19
280.72967235140857,-46.15035976879452,0.034
166.5751575492104,-46.141866969124656,0.144
67.85877290930222,44.40120336796485,0.334
132.3400439300182,-46.14155682622345,0.45
250.609039403857,-46.14055028285088,0.678
132.61162355241734,-46.1372981026309,0.844
129.13441251207553,-46.13628651922909,0.216
126.28439691061922,-46.1361832322884,0.112
230.2471598406761,-46.13467488335885,0.118
337.04459809457325,53.41932894556757,0.702
250.296213738458,-46.12901271853012,0.742
245.13396200760204,-46.12725715681983,0.072
132.63244668826158,-46.12407373141755,0.65
128.7639391894918,-46.12043775078646,0.834
242.6102711615064,-46.12023095976794,0.096
259.1484351162373,-46.119941603802005,0.066
250.3476106593814,-46.10870496441518,0.676
256.83101017949014,-46.10852551477527,0.08
247.7010059389437,-46.10550602060575,0.05
276.17130304766874,-46.10506268638154,0.078
249.83480050490243,-46.10314241269091,0.056
258.7799359249008,-46.1008297522988,0.06
247.175854722873,-46.09710707932795,0.536
260.3505591190887,-46.09555912612288,0.164
259.20283072763027,-46.09575214572808,0.184
207.14576997350056,-46.09456765506897,0.16
131.13975799078503,-46.09397045016463,0.388
259.52621514590584,-46.09331524230577,0.782
41.36309593877267,58.28033401920786,0.792
250.64914953771068,-46.08813921289598,0.24
256.4781318390497,-46.08492264656448,0.172
250.35104777524063,-46.08353311801874,0.38
249.00580603370983,-46.07934307018742,0.058
259.5679198978084,-46.07841072557968,0.604
248.3356115596676,-46.07837690074605,0.398
243.90699418810647,-46.07251291349018,0.49
251.42933175788625,-46.072208050398096,0.734
249.9582481821138,-46.06884977999163,0.372
130.91627574084674,-46.06858433235131,0.108
130.85931417412263,-46.06607431454061,0.27
245.88931245207107,-46.06486857562546,0.17
176.17499655417944,-46.06034801837048,0.758
269.5885557583311,-46.06063782200611,0.114
145.37002133346465,-46.059589550905535,0.058
131.8867750691596,-46.05294756460206,0.382
125.2420386298818,-46.05230277581927,0.248
263.0671444057499,-46.04970373587634,0.052
262.2328732858202,-46.04835296755025,0.08
258.9838833798839,-46.0477122327439,0.102
262.34629192565484,-46.04688995077641,0.19
144.25128769565265,-46.0445047904281,0.222
245.35262099983075,-46.04272396112191,0.412
130.758410571848,-46.04212960439061,0.194
262.90429162181016,-46.04245896537103,0.058
257.6231797328159,-46.03483222788909,0.43
261.0559953469033,-46.03325329801746,0.468
251.14704593917168,-46.03309779249777,0.818
156.64376850289557,-46.033630931721696,0.104
250.8103716598217,-46.03203997943161,0.778
245.53874136759708,-46.03041953370337,0.296
130.93400249662926,-46.02726906371476,0.578
238.77809270184807,-46.02471947591811,0.206
238.7735577051469,-46.0233349425001,0.178
249.7255733883617,-46.02051346437618,0.936
259.94326121600204,-46.0204671756153,0.232
261.14251062710474,-46.019191527655295,0.048
150.05914247185254,-46.01895800829148,0.32
298.48671377991315,37.75537959647361,0.05
249.4778450018188,-46.010686146521245,0.51
257.5535461183035,-42.53866077490183,0.886
256.0103278000239,-46.00666229685155,0.844
129.6742082826358,-45.99365932484473,0.264
129.40483281178393,-45.9892744260903,0.344
249.75180860556893,-45.98797904916592,0.16
251.1933293572942,-45.98301580043981,0.186
261.8941590276366,-45.98073157197871,0.13
261.90716310597173,-45.97524338152546,0.124
244.5815810377647,-45.974229684762456,0.298
259.5404030902546,-45.97383313472966,0.19
250.9280519162302,-45.97310345360089,0.91
150.59215117532193,-45.9718092310231,0.532
128.31788099175375,-45.96960263938703,0.408
259.72153606386115,-45.96875723957754,0.36
85.56370575899332,-45.964354905248136,0.074
126.87159872340712,-45.96005137134816,0.132
247.0006721790222,-45.95296629454891,0.584
121.20386389550114,-45.95030208707422,0.156
127.0231001266557,-45.94961216645139,0.142
157.1832953861156,-45.94815532198049,0.142
253.0130178940277,-45.94842544115284,0.354
262.01880110750994,-45.94731086209663,0.086
247.1965352397885,-45.94738546606117,0.29
149.01831453278805,-45.94293909355007,0.15
189.05033427513104,-45.94058040231922,0.176
224.7403452294664,-63.592583312653446,0.684
241.4034905251375,-45.93897695789425,0.152
282.5398495992862,-23.10376138617976,0.548
128.55793071095457,-45.93006777941259,0.202
259.60089173835763,-45.92896585830552,0.594
241.69385628792955,-45.92502929990497,0.246
243.93645143383,-45.91692284629169,0.33
262.1513269852041,-45.9065409416107,0.214
257.2400897054954,-45.90034545867992,0.214
149.335557863947,-45.896050909076,0.056
247.15253998317988,-45.89585315010186,0.142
129.16101119348886,-45.891927692434216,0.2
256.4729202150269,-45.89098731926958,0.14
249.10730577886324,-45.88852113975662,0.228
139.33568469471342,-45.88467628048452,0.296
129.24965251004994,-45.880146739220464,0.34
146.8853224174878,-45.87960860219868,0.178
259.0606538041516,-45.878567285896914,0.588
125.16110028490176,-45.87648676418503,0.68
126.64175216648044,-45.867835500756826,0.22
256.02316578839265,-45.86595960629465,0.426
129.46984412840746,-45.86388072381605,0.468
249.4668250501472,-45.86264023626088,0.09
121.2102213058588,-45.86294455079472,0.08
251.37335693394547,-45.86286636726333,0.278
117.47846205428148,-45.852738704066816,0.222
132.7578292618292,-45.85085174058429,0.432
257.0417432601604,-45.84918731340952,0.252
117.02557813779636,-29.827628917384217,0.862
249.5935913967834,-45.84457399174736,0.978
249.3475541164437,-45.83530334935762,0.09
129.15251316704476,-45.83585725965446,0.41
271.2171384351215,-45.831210010711736,0.224
252.86156131554827,-45.82813109650348,0.85
260.1521618855589,-45.82386659795071,0.07
248.1698598997453,-45.82031940588291,0.196
150.9295721907986,-45.8189187922063,0.164
248.8600636484781,-45.81731494359974,0.474
129.37432511006466,-45.81598957241042,0.116
249.4032475023248,-45.81577913344155,0.232
124.75359901585148,-45.80769738874019,0.16
109.08903657270127,-45.80766912270382,0.058
262.479142455255,-45.80393473764529,0.094
252.51917316857163,-45.80386839222299,0.124
257.48490829774664,-45.80152372361748,0.088
297.1382244322643,-45.79959204040098,0.232
130.6381268990605,-45.79923906842802,0.162
251.9009881816133,-45.79787339750011,0.18
160.8889045301425,-59.58642336877642,0.84
248.7635881157694,-45.79068307281299,0.306
173.26159861630654,-45.78520341823357,0.522
258.4142257275238,-45.77762035145138,0.252
246.2234457371469,-45.776361995942345,0.528
130.63974630764787,-45.77000703737927,0.398
130.3963917531454,-45.76904118611956,0.492
270.3776031337854,-45.76775187948136,0.136
249.7316072885945,-45.76405188264464,0.638
261.4266490511906,-45.764021199368585,0.584
158.5945188423787,-45.7645078777662,0.142
129.90385570857154,-45.76351025092625,0.7
249.19444503859705,-45.75849873483598,0.45
247.22427635770825,-45.7575808985675,0.072
150.57843662839528,-45.7556955397657,0.232
129.2040817461359,-45.75473442962379,0.39
126.42543768744883,-45.75363645979034,0.054
128.00767282341033,-45.75217923140567,0.126
248.3991047285193,-45.74345221661147,0.71
102.18920170456244,7.959924372799828,0.506
254.22426988537188,-45.7439890712496,0.086
254.17267259120257,-45.74351584253108,0.104
151.27495236824709,-45.7428522644485,0.06
262.0942904240828,-45.73680273536864,0.37
122.62674874521396,-45.735892723581294,0.19
245.0826285091661,-45.73294513197584,0.07
130.3752667033855,-45.73242174553109,0.55
132.5293477357486,-45.73184277943332,0.722
212.66917410868908,-45.73064462985972,0.054
249.05586320309425,-45.72881079908885,0.908
249.845308607123,-45.728773797693954,0.202
116.20625679679608,-45.727644261447054,0.136
120.25478518558924,-45.72747282608076,0.214
264.66889645797494,-45.72509761948413,0.1
257.2014652064332,-45.72569056171667,0.128
147.5078642437134,-45.72028241274798,0.032
129.7897119881481,-45.72005883755571,0.262
258.83872100647807,-45.71869754394203,0.168
132.554022441067,-45.71731283403387,0.796
148.37732521275166,-45.716207488823294,0.134
257.84713707816354,-45.71695246117776,0.182
143.44000433499284,-45.71468451865462,0.272
248.7648197864126,-45.71190534869915,0.05
259.5680453927958,-45.71220025781958,0.116
258.7271028636994,-45.70261588467762,0.29
142.99454442456437,-45.68757869763507,0.286
150.14484719294177,-45.6829245136265,0.412
230.70121537114144,-45.68142923208064,0.088
166.06549871496176,-45.67883509883651,0.078
226.72178397603923,-45.6781940818059,0.322
264.5856309742288,-45.67596801207979,0.08
249.8608496799031,-45.66955104939318,0.056
120.04919522264233,-45.6701827814283,0.046
249.7272687584887,-45.66694176599339,0.29
131.22253816501112,-45.663446803786336,0.254
267.8749199108323,-45.66400747351453,0.104
244.0571913646586,-45.66098599016371,0.092
